Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33
Probe 72	0.866565	-0.377960	-0.880395	-0.880395	0.946191	2.161584	-0.880395	-0.880395	-0.880395	-0.880395	0.343862	0.266077	1.363964	0.222257	0.489815	-0.880395	-0.880395	-0.880395	-0.880395	1.075778	-0.880395	0.918192	0.543513	-0.333649	1.691147	0.745691	-0.725139	-0.880395	-0.358554	0.941862	-0.880395	1.112704	-0.716329
Probe 73	-0.629425	1.001521	0.273837	-0.434066	-0.373705	-0.978594	-0.203573	-0.736045	0.544162	-1.146915	-0.084404	0.995715	0.740979	-0.174169	0.405992	-0.339630	-0.799469	-0.645590	1.422989	-0.543944	0.147425	-0.624346	0.422282	-0.312214	-0.162347	-0.297309	0.278603	1.086207	-0.481741	-1.013469	0.472890	0.265097	0.666499
Probe 74	0.903430	-3.177201	0.350931	0.147516	0.537502	0.424508	-0.270458	-0.284043	1.198590	0.250601	-0.089190	-3.177201	0.047649	0.608778	0.270421	0.166400	-0.101669	-0.105444	0.362096	0.756465	-0.021658	0.700961	-3.177201	-0.235924	-0.188546	0.940162	-0.086664	-1.000991	-0.772917	-0.068931	1.152606	0.869728	1.036696
Probe 75	-0.137513	-0.211397	1.305125	0.623459	-1.433318	-0.282038	0.171685	0.475257	0.599835	-0.782127	-0.382728	0.225048	0.635934	0.539531	-0.764954	2.052363	0.061875	2.106053	-0.717988	0.227251	-0.017748	-0.143298	2.081045	-1.356355	-0.445427	-1.297132	-0.753385	-0.428360	1.643744	-1.777968	-0.088283	1.634995	-1.948904
Probe 76	-0.098429	1.243140	-0.420791	1.170855	0.699056	-0.141851	0.641130	-1.550090	1.334663	-0.226141	-1.015132	0.842848	0.876083	0.437523	-0.736011	1.977893	0.413384	0.208067	1.206146	-1.550090	1.486296	0.659128	1.704009	-1.550090	-0.264366	-1.449727	0.160796	0.149863	-0.523681	-1.550090	0.188631	-0.271319	-1.550090
Probe 77	0.097520	-0.556330	0.869441	-0.556330	-0.556330	-0.556330	0.090469	-0.556330	-0.556330	-0.556330	0.191975	-0.144513	0.886826	0.330933	-0.556330	2.075304	0.754011	0.453573	0.118986	0.050694	-0.556330	0.915923	0.167607	-0.556330	-0.556330	-0.212410	-0.556330	0.403747	-0.088260	-0.556330	-0.556330	0.175839	-0.556330
Probe 78	0.635774	0.020904	1.338094	0.343606	-0.598162	-0.201418	-0.229772	-1.350614	0.180625	-1.352841	0.722185	-0.555973	0.120269	0.492362	0.248274	2.013770	0.079699	0.857978	0.939490	-0.341356	-0.177147	-0.121156	1.686853	0.118435	-1.289929	-1.575653	0.135233	-1.129456	-0.352471	-0.930619	0.645144	0.287120	0.235032
Probe 79	-0.592160	-0.592160	0.286123	1.775689	-0.592160	-0.592160	-0.592160	-0.592160	0.895415	-0.592160	-0.592160	-0.592160	0.829347	-0.592160	-0.592160	-0.592160	-0.592160	1.171177	-0.592160	-0.592160	1.178429	-0.592160	-0.528148	-0.592160	-0.592160	-0.568418	-0.592160	2.840098	1.643591	-0.592160	-0.283054	0.466137	-0.592160
Probe 80	0.849521	1.509389	-1.806178	0.567876	-0.087774	0.086802	-0.524723	-1.806178	0.645454	-1.080866	-0.548754	-0.160473	0.215788	0.319976	1.070743	1.045064	0.222391	0.416121	-0.675761	0.066740	0.634653	0.482854	0.526867	-0.161966	0.820797	-1.806178	0.495216	-1.373920	-1.526412	0.885244	0.538552	0.763670	-0.418403
Probe 81	0.742794	1.031174	-0.231544	1.203460	-0.490172	-0.338424	-0.010956	0.587926	-0.835295	-1.539848	0.838261	-0.957517	-0.967540	0.194621	1.174022	0.221980	-0.923670	-0.664511	0.532038	0.178862	0.628880	0.171461	0.202236	-0.229390	0.524236	-0.724756	1.445376	-0.699295	-1.815635	-0.065068	0.930321	0.847213	0.757997
Probe 82	-0.166336	-0.166336	-0.166336	3.319858	-0.166336	-0.166336	-0.166336	-0.166336	-0.166336	-0.166336	-0.166336	-0.166336	-0.166336	-0.166336	-0.166336	-0.166336	-0.166336	-0.166336	-0.166336	-0.166336	0.046366	0.975138	-0.166336	-0.166336	-0.166336	0.177584	-0.166336	-0.166336	-0.166336	-0.166336	-0.166336	-0.166336	0.355170
Probe 83	1.374016	-1.096670	1.308860	-1.096670	0.380994	1.734984	0.260034	0.595126	-1.096670	0.504653	-1.096670	0.599661	0.302858	1.542761	-1.096670	1.197463	1.000941	-1.096670	-1.096670	-1.096670	-1.096670	0.494111	2.913448	-0.869914	-1.096670	1.380928	-0.826356	-0.206254	-1.096670	1.108165	1.883446	-1.096670	-1.096670
Probe 84	-0.041815	0.159638	0.740578	0.161632	-0.705289	0.005991	-0.374268	-0.876908	0.183910	-0.525901	1.154762	-0.394375	-0.553405	0.212903	-0.353435	0.462823	0.075164	-1.611896	0.579379	1.598577	-0.149151	1.046369	0.118114	-0.842758	1.813724	-0.050595	0.518650	-0.900355	-1.611896	-0.608289	-1.611896	0.495869	0.563647
Probe 85	1.180695	-0.736030	-0.594147	0.871711	-0.319166	0.400831	1.424477	-2.321152	2.033775	-0.391573	0.529408	-2.321152	-0.518499	-0.633537	-1.242940	1.420366	-1.765336	1.019370	0.541598	1.799317	-0.261411	-1.157652	1.321396	-1.336285	2.567990	0.324952	0.351260	-2.321152	-2.321152	1.255699	0.539470	1.602281	-2.321152
Probe 86	0.768659	0.331955	1.098916	1.999678	-0.641992	-1.596279	-0.862271	-2.887039	0.238473	-0.999095	-1.372513	-0.229119	1.106912	1.369063	0.021076	2.077456	1.573703	-0.026237	-1.984808	0.028973	-0.419469	-0.028152	1.618367	1.049066	1.132405	0.087793	-0.378620	0.272346	-2.887039	0.164213	1.057966	1.178370	-2.887039
Probe 87	1.016022	0.146244	-0.240149	1.167215	-1.518917	-2.231396	-2.231396	-0.010692	1.225322	-2.231396	0.220038	0.967017	1.584948	0.042351	-1.346614	1.187988	1.437631	0.276642	0.938940	0.792274	0.296320	-0.003765	1.220346	-0.933790	0.816999	-0.072140	0.342635	0.462728	-2.231396	-0.962033	0.925706	1.042327	1.450408
Probe 88	-0.152793	-0.152793	0.820230	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	0.326256	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793	-0.152793
Probe 89	0.423537	0.896868	0.997399	2.107609	-0.002222	-2.298639	-1.028236	-1.463860	0.389647	-2.576352	-3.379539	0.302507	1.389223	1.691506	0.554571	2.280577	0.868388	1.469130	-2.854466	-1.120439	1.003407	-0.047329	2.380652	0.046955	-0.752565	-0.548443	0.239595	0.581144	0.216595	-0.410185	1.135604	0.376097	-3.379539
Probe 90	-1.619192	0.523952	2.639181	1.510407	-1.037848	-3.838139	-3.003111	0.631178	2.122231	-2.029220	-1.437757	1.038868	2.299659	1.560944	-3.754453	2.798685	1.799645	3.390669	-0.101712	-0.553984	0.148694	-0.245327	2.833400	-0.689722	-3.838139	-1.807855	-1.659930	1.203387	2.900191	0.343670	1.393699	2.379982	-3.838139
Probe 91	-0.085897	-0.769042	0.338147	2.012289	-0.239908	-0.769042	-0.769042	-0.769042	0.488072	-0.769042	-0.769042	-0.769042	-0.350654	2.743373	0.704879	3.165633	1.865552	-0.769042	-0.769042	-0.769042	0.155111	-0.769042	1.684537	-0.769042	-0.769042	-0.769042	-0.769042	-0.769042	-0.769042	-0.769042	2.881694	-0.769042	-0.769042
Probe 92	2.602835	0.910620	2.205513	2.635047	1.026667	-2.609601	-3.015438	-2.679368	1.508592	-3.015438	-3.015438	-0.087606	1.434608	1.734856	-0.253338	2.572161	1.570126	0.859792	-3.015438	0.468395	0.153499	1.429536	2.681424	0.425735	-1.208268	0.526152	-0.474361	0.157632	-1.725305	-2.320397	1.282920	2.217808	-3.015438
Probe 93	-0.453119	-0.302576	-0.297718	-0.559094	-0.661753	0.810140	0.485384	-2.483896	2.130892	1.156847	0.488950	1.974616	0.318853	-1.236578	-0.960391	-0.831885	2.738015	-0.285981	-0.185530	-0.501930	-0.624564	0.826050	-1.026735	1.038841	0.294542	-0.896289	-0.726516	2.287293	-0.019989	-0.072811	-0.990438	3.715521	-1.892562
Probe 94	-0.630403	0.576207	1.652270	4.490490	-0.630403	-0.630403	-0.630403	-0.630403	0.505112	-0.630403	-0.630403	-0.630403	-0.329055	-0.625783	-0.630403	-0.630403	1.264900	3.021437	-0.630403	-0.630403	-0.630403	-0.101906	-0.630403	-0.630403	-0.630403	1.639885	-0.630403	-0.630403	2.285430	-0.630403	-0.630403	-0.630403	-0.260501
Probe 95	0.728295	-1.601313	1.314026	2.269768	-1.509866	-0.334182	0.383550	-1.601313	0.491902	-0.160532	0.604655	-1.601313	0.863171	1.295091	-0.523101	1.934259	0.927259	-0.384668	-0.294240	-0.112811	0.034309	-0.111519	2.062017	0.200690	0.666059	-0.830151	-0.348701	-0.458951	-1.601313	-0.363356	2.439112	-0.490308	0.323943
Probe 96	0.350336	0.465634	-0.338405	0.913336	-0.940343	-0.950028	-0.540918	-0.874881	0.459307	-0.681727	1.372110	-0.802693	0.548526	-0.010217	-0.829442	1.188029	0.433189	-0.046514	1.782206	0.360678	-0.875319	-0.344975	1.099116	-0.425563	0.830698	-0.771365	0.602851	0.245493	-1.799472	-0.120421	0.500588	1.006487	1.280979
Probe 97	0.020581	0.954782	1.234976	2.006617	-0.224623	-1.058116	-2.064857	-2.064857	-1.070112	-2.064857	0.996013	-0.484399	1.411674	0.956571	0.318731	2.373879	1.335681	1.846405	-0.427694	-0.602224	-1.673952	1.302176	2.190296	-0.051646	0.117998	-2.064857	-1.382022	-0.126807	-0.785092	-1.250564	0.930749	0.662045	-1.602096
Probe 98	0.035619	0.929072	1.386849	1.733889	-0.389005	-1.726408	-2.110252	-3.536421	0.595919	-1.683559	0.185394	-1.547357	0.856766	1.692200	0.264423	2.502374	1.006456	1.424441	-1.134083	-0.625617	-0.162120	1.052327	1.891462	-0.249224	-0.260864	-0.398212	-0.502496	0.639789	-0.240276	-0.699023	1.572937	0.069452	-1.147660
Probe 99	0.736467	0.221630	1.509044	1.795359	-0.251593	-1.737017	-0.946576	-2.652128	-0.410086	-1.694413	0.441251	-0.488419	0.909571	1.636159	0.232655	2.618326	1.159343	1.455712	-0.456701	-1.068916	-0.194223	0.928458	2.005237	0.036698	-1.025154	-1.233157	-0.197993	-0.436729	-0.434366	-1.373089	1.733793	0.873509	-2.282226
Probe 100	1.009622	0.121377	1.238855	1.599005	0.192801	-1.257695	-1.236738	0.229404	0.513541	-2.045286	-0.444852	-1.529129	0.489834	1.457611	0.668305	2.097421	0.735796	0.996388	-0.221389	-1.316223	0.503095	0.095769	1.391476	-0.413891	-0.236527	-0.385040	-0.624884	-0.164181	0.701830	-1.253692	1.036465	0.229143	0.041917
Probe 101	0.723921	-0.039082	0.864957	2.923862	0.280643	-0.467509	-1.208342	-1.317101	-0.244341	0.251473	-0.347872	-1.920651	0.198656	0.952791	-0.586738	3.337816	1.398389	-1.019341	-1.920651	0.773835	-0.944783	-0.358601	2.507466	0.474953	0.929629	-0.024827	-0.035525	-0.659194	-1.779083	-0.463993	0.893075	-0.088946	-1.920651
Probe 102	0.540351	0.956583	-2.405299	1.057414	0.433568	0.321133	0.325949	-1.670563	0.999315	-0.810877	0.106190	-1.221853	0.387005	-0.825382	0.498441	-1.392516	0.730479	-0.496614	-0.352150	1.834572	0.969237	0.593091	1.480994	-0.428416	1.630982	-1.188935	1.535586	-0.995100	-1.846049	0.720192	1.185767	-0.010914	-1.064208
Probe 103	0.171112	0.653020	0.181110	0.766484	0.312579	-0.363847	0.606836	-0.516857	0.404473	0.566499	1.073391	-0.731421	0.561892	-0.606161	0.288618	0.793072	0.099951	0.745766	0.614280	0.499763	-0.560847	0.596139	0.026356	-1.760735	0.006849	-0.598773	0.180141	-0.654334	-1.245580	0.278631	0.921683	0.944840	0.318893
Probe 104	0.199865	0.853446	0.234367	1.902386	-0.968603	-0.413876	-0.659653	-0.852925	-1.704636	-0.577684	0.969873	-1.704636	0.448842	0.639834	-0.764477	1.773026	0.605704	-0.173637	0.878627	0.648341	0.071798	-1.290909	2.490855	-0.948856	1.163346	-0.799289	0.825987	-1.704636	-1.343951	-1.247978	1.018943	0.513861	1.433267
Probe 105	2.872967	4.700356	-0.298966	-0.298966	-0.298966	-0.298966	-0.298966	-0.298966	-0.298966	-0.298966	1.336129	-0.298966	-0.298966	-0.298966	-0.298966	-0.298966	-0.298966	-0.298966	-0.298966	-0.298966	-0.298966	-0.298966	-0.298966	-0.298966	-0.298966	0.106646	-0.298966	-0.298966	-0.298966	-0.298966	-0.298966	-0.298966	1.426830
Probe 106	0.216246	0.773333	-1.342176	-0.411604	0.408977	1.212422	1.053643	-1.541080	0.542773	0.711479	1.564492	1.327017	0.547159	0.411907	-0.473882	-0.346483	-1.470691	0.677451	1.751208	1.042132	0.103090	0.359386	-1.279623	-0.896869	0.579523	-0.941147	-1.541080	-0.590752	-1.541080	0.974881	-0.424620	0.872312	-1.541080
Probe 107	-0.687376	-2.337522	-1.980355	-0.033238	-0.589854	1.216707	0.947337	-0.352049	1.348102	0.471969	-0.285289	1.010886	0.729958	-0.541739	-0.500568	0.742397	-0.308953	1.034709	1.974020	-0.391497	-2.337522	-2.337522	1.133389	-0.967991	1.565886	-1.408640	-0.785032	0.845988	0.194545	0.701824	1.308759	-0.527572	1.372970
Probe 108	0.451285	-0.157068	1.591705	2.686483	-1.079547	-2.255231	-2.255231	-2.255231	-1.038664	-2.255231	0.270682	-0.174388	1.190225	1.836852	0.543950	2.715925	0.966646	2.821737	-0.264343	-0.725376	0.064078	1.870201	2.101562	-0.469567	-1.295493	-0.806649	-0.016682	-0.721571	0.572023	-0.709305	2.325337	0.840326	-2.255231
Probe 109	-0.691370	-0.691370	1.215993	1.184820	-0.691370	-0.691370	-0.691370	2.073696	-0.115664	-0.691370	-0.691370	-0.691370	0.537046	0.034349	-0.691370	3.264668	-0.691370	1.216972	-0.691370	0.667994	-0.501845	-0.691370	1.584692	0.084401	0.385407	-0.691370	-0.691370	-0.375757	-0.691370	-0.691370	-0.067568	1.580184	0.454140
Probe 110	1.037342	-2.255869	1.464195	2.183709	0.809564	-1.738769	0.419259	-2.337852	-1.751499	1.391697	-0.568317	-1.611049	2.401214	1.441555	0.974070	0.851944	-0.926426	2.818048	-2.337852	0.138948	1.904714	-2.337852	-0.352912	0.091799	-2.337852	-2.337852	-2.337852	0.837312	3.413120	-1.166916	3.601702	1.104752	0.437816
Probe 111	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	0.139615	1.980465	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	-0.182313	4.110072	-0.182313
Probe 112	2.315745	1.459183	-1.049318	-1.049318	1.550526	0.478640	-1.049318	-1.049318	0.706961	-1.049318	-1.049318	-1.049318	1.342279	-0.205494	0.261438	-1.049318	1.331966	0.400469	-1.049318	0.399008	-0.288523	0.500241	0.757419	-0.658026	0.972561	-1.049318	0.255761	-1.049318	-1.049318	0.999108	-1.049318	1.509900	-1.049318
Probe 113	0.417371	0.025960	-0.107207	0.444720	-0.008693	0.213826	-0.124305	-0.511847	0.425649	-0.581073	0.001633	0.442394	0.232449	0.201065	-0.283480	0.861188	0.567658	0.056919	0.418641	-0.104195	-1.218704	0.044125	0.438719	-0.159517	0.154719	-0.468966	-1.194800	-0.283801	-0.713267	0.298196	0.678038	0.190021	1.048230
Probe 114	-0.305535	-0.305535	-0.305535	-0.305535	-0.305535	-0.305535	3.433905	-0.305535	1.687211	0.558382	-0.305535	-0.305535	1.539553	-0.305535	-0.305535	-0.305535	-0.305535	-0.305535	-0.305535	-0.040981	0.716983	-0.305535	-0.300417	-0.305535	-0.305535	-0.305535	-0.305535	-0.305535	-0.305535	-0.305535	-0.305535	-0.305535	-0.305535
Probe 115	0.745119	0.980432	1.139912	1.549553	-0.308397	-1.031911	-0.414549	-1.812883	0.627630	-1.215930	0.130573	-0.985289	0.356404	1.047595	0.089915	2.145897	1.043106	0.685837	-1.643429	0.109769	0.381891	-0.373351	1.899732	-0.203082	0.008907	-0.688231	-0.077667	-0.239662	-1.246217	-0.050055	1.690867	0.638097	-1.236564
Probe 116	1.623819	0.729082	0.195978	1.882929	0.477078	-1.692332	-0.904164	-1.897722	0.087534	-1.856293	-0.809830	-0.094183	0.196997	0.843503	0.750005	1.380903	1.076639	0.164439	-0.973014	-0.210689	-0.686944	0.109371	0.673040	0.692393	0.795582	0.368131	0.126751	-0.238083	-1.649695	-0.441463	1.608526	-0.169834	-1.753688
Probe 117	-0.159899	0.684982	0.155893	1.056702	0.013507	-0.043646	0.174333	-2.045622	0.978789	-1.087907	0.642127	0.112937	0.812187	-0.137121	0.635722	1.040769	0.674656	0.210142	0.316656	0.069950	-0.440329	-0.106337	0.775412	-1.351535	0.595675	-1.640010	-0.347759	-0.479686	-1.800961	0.103320	0.340299	0.841911	-0.508017
Probe 118	-0.151332	0.251969	-1.258548	0.486537	-0.032089	1.345784	1.250483	-1.258548	2.149486	0.748868	0.656655	-0.261768	0.558389	-0.987141	0.102673	0.287393	0.316765	-0.761351	-0.128130	0.857025	0.476466	0.222502	0.068498	-0.578535	0.269120	-1.258548	1.579027	-1.258548	-1.258548	0.770513	-0.995246	0.384712	-0.209575
Probe 119	1.111222	0.417477	1.930316	1.554468	0.039519	-1.880095	-2.165852	-1.717549	-0.365255	-1.950738	0.264029	-3.183818	-0.109385	1.809132	0.962692	2.866445	1.578531	0.928088	-0.279049	-1.032474	0.140820	0.155667	1.842743	0.785942	-0.803972	-0.398404	0.493341	-0.986850	-1.333029	-1.353641	2.141539	0.239377	-1.894029
Probe 120	0.109943	-0.700867	-0.164017	-0.392379	-0.494343	-0.975496	-0.094761	-0.975496	0.324295	0.182327	1.429826	-0.975496	1.375777	0.552686	-0.975496	4.584930	-0.080193	1.431904	1.418437	0.103396	-0.430557	0.013975	0.107624	-0.934486	-0.603263	-0.802377	1.089913	-0.975496	-0.495303	-0.739526	-0.869378	-0.243327	0.209164
Probe 121	0.477444	-0.325443	1.154604	1.828234	-0.508782	-0.506847	-0.249942	-1.274172	0.677466	-0.808517	0.289830	-0.630709	0.828733	1.074153	-0.208474	1.801257	-0.127836	0.858962	-0.562868	-0.342048	0.659655	0.577609	1.831701	-1.011669	-0.153983	-2.090373	0.429337	-1.418630	-0.660210	-0.538918	1.127793	0.141817	-0.299719
Probe 122	0.655246	-0.502076	1.412679	2.256404	-0.506091	-0.551145	-0.551145	-0.551145	-0.551145	-0.551145	-0.511567	-0.551145	0.026721	1.503324	-0.226450	2.280198	0.526098	0.082424	0.271012	-0.551145	-0.551145	-0.551145	1.342040	-0.551145	-0.551145	0.884352	-0.551145	-0.551145	-0.551145	-0.551145	1.494024	-0.551145	-0.551145
Probe 123	1.372739	0.158390	0.780634	1.410756	-0.050774	-1.553240	-1.769178	-0.709023	-1.393770	-1.769178	-1.769178	0.830407	-0.457705	0.293434	1.514479	1.218323	0.810968	-0.687019	-1.769178	0.650099	-1.769178	-0.146246	1.311568	0.362531	0.235570	0.792123	0.661535	0.542634	-0.250272	-0.490139	1.839136	0.052679	-1.055927
Probe 124	2.537714	1.516027	1.267459	1.908388	1.302773	-0.274099	-1.144931	-0.503763	-0.826800	-0.463288	-0.709975	-3.264131	1.325245	-0.987519	0.222616	2.008686	1.800893	-3.125740	-2.533709	2.623634	2.695885	1.836804	-2.307034	0.387870	0.281980	-0.214989	2.695885	1.528310	-1.311161	1.593126	-1.173299	-4.483048	-1.900247
Probe 125	0.541977	-0.582608	-0.144335	1.039323	0.023526	0.366451	0.414310	-0.596538	-0.309685	0.210511	0.001313	-0.687128	0.740034	0.059735	-0.006796	1.368905	0.184240	0.525044	-1.058305	1.013481	0.238231	-0.431309	0.513182	-0.183221	0.752119	-1.433161	0.513905	0.142217	-0.601140	0.550820	0.677428	0.540806	0.378079
Probe 126	0.531351	0.280025	0.284872	1.309814	-0.772729	-0.426524	-0.459486	-2.128166	1.118499	-1.234206	0.120783	-0.427729	0.059354	0.331750	0.745505	1.412555	1.225842	0.103089	-0.562156	0.783593	1.244676	0.439722	0.916453	-0.172976	1.061115	0.246577	0.551010	-0.943921	-1.798983	-0.984076	0.869883	-0.111227	-0.665885
Probe 127	1.082040	0.654857	0.359788	2.049924	-0.153913	0.076477	0.250031	-0.930264	-0.930264	-0.930264	0.845008	-0.930264	-0.912415	-0.239144	-0.096556	1.473657	1.184103	-0.930264	-0.189096	0.572154	0.796724	-0.117671	1.515953	-0.479734	-0.930264	-0.930264	0.941671	-0.140113	-0.511734	-0.930264	1.256585	0.283722	0.973070
Probe 128	-0.480212	-0.480212	2.108020	3.314288	-0.480212	-0.480212	-0.480212	-0.480212	-0.480212	-0.480212	-0.480212	-0.480212	-0.480212	1.328539	-0.092191	-0.480212	-0.480212	1.642820	-0.480212	-0.480212	-0.480212	-0.480212	2.900911	0.504655	-0.480212	0.661024	-0.480212	-0.480212	-0.480212	-0.480212	1.545885	-0.480212	-0.480212
Probe 129	-0.448882	-0.448882	1.736895	-0.448882	-0.448882	-0.448882	-0.448882	-0.448882	-0.448882	-0.448882	-0.448882	0.604480	-0.448882	2.033496	-0.448882	-0.221118	0.826125	-0.448882	-0.448882	-0.448882	0.284129	-0.448882	2.766772	1.459572	-0.448882	-0.448882	-0.448882	-0.448882	-0.426613	-0.448882	0.718204	-0.448882	-0.448882
Probe 130	1.232899	-0.173051	0.790414	1.279693	0.413295	-1.521351	-1.283588	-1.900077	0.423280	-1.045211	-1.704596	-0.202360	0.861780	1.462720	-0.106814	1.402721	0.580896	0.217044	-2.529907	0.434982	-0.627960	0.238547	1.273728	0.929988	0.677308	0.728512	-2.420946	1.161742	-0.389631	0.112794	1.501516	0.609025	-4.698164
Probe 131	0.447303	-0.325368	-1.207796	-0.922609	0.611611	0.937736	0.279897	0.197826	1.225743	0.938673	0.946954	0.621210	0.630231	-0.645858	-0.801202	-0.473260	-0.761460	-0.236728	1.253395	0.419030	-1.526995	-0.273462	0.763525	-0.832907	1.362481	-0.349939	-1.526995	-0.626420	-1.526995	0.824453	0.659855	-0.085034	1.503135
Probe 132	1.277376	0.781513	-0.711720	1.763473	-0.015360	-0.329695	0.085353	-2.717872	-0.417838	-0.824203	-0.181227	-0.509306	-0.304694	0.946874	-0.307591	1.952142	1.445917	-0.100365	-1.330165	-0.159451	0.258270	-0.398209	1.628512	0.661379	0.694157	-0.229542	0.281380	0.093065	-1.202545	0.167308	0.244045	-0.006040	-3.407580
Probe 133	-0.634817	-0.381842	1.625361	1.535818	-1.077946	-1.462498	-0.086886	-0.109322	0.662647	-1.012305	-0.367466	0.411422	0.896681	1.572241	-1.037629	2.565211	-0.368261	1.841960	0.164869	-0.362749	0.487882	-1.923868	2.508380	-1.199557	-1.011790	-1.563892	-0.745447	0.654813	0.740354	-0.949192	1.442009	1.181272	-0.080478
Probe 134	0.686361	0.686361	0.686361	0.686361	0.469229	-0.563636	-0.932557	0.686361	-0.601279	-1.337467	0.596749	-1.921285	-0.116642	0.686361	0.686361	0.686361	0.686361	0.123482	0.253214	-0.834725	-0.845105	0.686361	0.686361	0.686361	0.686361	-0.542738	-0.454597	-0.593610	-0.094701	-1.049333	0.686361	-0.200453	0.455150
Probe 135	2.285161	1.243825	1.933429	3.248306	0.976329	-2.161171	-2.161171	-1.366641	0.089264	-2.161171	-2.161171	-2.161171	0.775065	2.667214	1.045540	3.796810	2.670200	0.516964	-2.161171	-1.100975	-1.237018	-0.237934	2.459066	0.297627	-1.042841	-0.849116	1.005607	-1.191412	-0.548422	-2.161171	3.451943	-0.439556	-2.161171
Probe 136	0.724013	0.228936	0.226481	1.761032	0.162240	0.044324	-0.016466	-1.974677	1.054738	-0.051120	0.372005	-0.613166	0.745227	0.788381	-0.422200	1.172337	0.199074	-0.457494	0.044535	0.305795	0.369453	-0.026270	1.307880	-1.624964	0.763082	-1.827830	0.334561	-0.723914	-1.084163	0.306232	0.416048	-0.126680	-0.795187
Probe 137	-0.880897	-0.821765	0.364597	0.315805	-1.249345	-0.450275	0.511030	-1.249345	0.257974	0.030711	1.712716	-0.283677	0.747746	1.179441	0.675644	1.366268	0.204831	-0.274739	1.225377	-0.591696	0.630249	-0.737922	1.193178	-0.493565	-0.351892	-0.407051	0.045886	-0.119884	-0.540736	-0.245738	0.623528	0.805593	-1.122633
