Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48
Probe 49	-0.303757	-0.038582	-0.851571	-0.522066	0.480212	0.113297	-0.855900	-0.289852	0.600184	-0.185391	-0.550724	0.713836	0.519440	-1.059942	-0.708688	0.028321	0.783954	1.045939	0.838847	0.000000	0.443438	-0.003985	-1.777341	-0.807067	0.433291	-0.784627	-0.078537	0.751193	0.168308	0.777527	-0.659147	-0.097847	0.463753	-0.327190	1.169443	-0.165635	0.282602	1.067521	0.259898	-0.592860	0.049890	0.682075	-0.295485	0.539620	-0.553001	-0.302383	-0.559427	0.820111
Probe 50	-1.299276	1.450578	2.739194	-0.919634	0.246915	0.931407	1.415853	0.481386	-1.050626	0.728087	1.082117	1.741037	-0.940323	-3.409850	-1.436833	0.000000	-1.355798	0.307101	-0.980254	1.816502	-1.415037	-0.542898	-1.450661	-2.282757	0.000000	1.242170	2.135733	0.756886	-0.198652	-1.414765	3.378776	3.036129	-2.227806	0.545765	-1.250504	0.000000	-1.851037	-0.127907	0.000000	3.043721	0.783957	1.431214	2.435651	1.664805	1.980095	-1.994546	0.795986	-2.099960
Probe 51	1.509727	0.586009	-2.269558	-0.437250	1.269063	-3.561937	-1.109377	1.437530	0.253169	-0.581435	-0.490528	-0.016014	0.729586	-4.182692	-0.102155	0.518769	0.916158	1.913499	1.344136	-1.469142	0.540193	0.344564	-4.180572	-0.808779	2.453263	-1.164864	0.090755	0.901043	0.109051	1.421643	0.134209	-0.861083	-0.063211	0.000000	0.126864	-0.869611	0.000000	-0.504549	1.050837	-0.374007	-0.458009	-0.447286	-1.129586	1.101556	0.115603	-0.277831	-1.747431	0.830858
Probe 52	0.487902	-0.291830	0.480060	-0.087387	0.859651	-0.396428	-0.876491	-0.100527	0.419751	-0.061369	-0.052981	0.472048	0.450368	-0.986447	0.034907	-0.006726	0.854023	1.073670	0.648481	-0.646563	0.368725	0.574559	-0.336304	0.537810	-1.601965	-1.133313	0.337256	1.738591	1.174556	1.060318	-0.975329	0.034072	0.250353	0.910431	0.607367	1.065986	-0.899234	0.607628	0.837895	-0.674398	-1.443044	0.405080	0.126529	-1.389755	-1.112173	1.179596	-1.675002	-0.743600
Probe 53	-0.215712	0.944177	-0.660540	0.100841	-0.547771	2.191909	-1.438931	-1.362734	-0.519124	0.324227	-0.867710	0.932994	0.438551	0.743002	-0.095157	1.263333	-0.159330	-0.984058	1.813915	-0.995860	1.233456	-0.357763	2.242100	-0.401276	0.593481	-1.497918	0.680006	-0.263219	-0.351865	0.268944	0.355109	-0.491022	0.025780	0.521930	-0.403615	0.000000	-2.059839	-1.043764	-0.721284	-0.262297	2.018762	-0.290921	-0.712241	1.048848	-0.434964	0.199926	1.323924	0.026831
Probe 54	-3.224566	1.668915	-2.843932	-2.664189	1.377182	-2.183197	-3.292484	-2.148627	0.850398	-2.446765	-1.376854	-2.930737	-2.476801	-1.930509	-0.614743	-2.152870	-0.697782	1.447969	-2.226452	1.974666	-3.860597	-2.621213	-2.678863	-3.316789	-4.768911	-4.284691	-2.311110	-1.717066	-2.564785	-2.072342	-3.085219	-1.110767	-2.686199	-0.496104	-1.468467	-3.250032	0.620686	-0.355370	-3.511535	-1.914421	-3.274217	-1.377642	-2.276778	-4.864009	-2.191696	-2.458669	-1.052202	-3.186506
Probe 55	-0.985192	1.539077	-0.706631	0.408595	0.111182	-0.199917	-0.111361	-0.126336	-1.377962	-1.558320	0.772695	-0.435409	-1.144174	0.284273	-0.625333	0.000000	-0.733299	0.439589	-0.147479	0.388518	-1.532126	0.000000	0.003503	-1.467779	-0.334384	-0.150560	0.338603	0.000000	-0.413384	-1.171903	-0.130102	0.168430	-0.802478	0.000000	-0.223099	-0.606935	-0.945644	0.484022	-0.960415	0.214226	0.038884	0.088747	-0.722288	-1.412116	-0.198482	-0.204597	-0.240565	-0.667101
Probe 56	-0.659416	-0.299383	-0.159971	0.511756	0.692979	0.628031	-0.168877	0.003042	-1.205801	0.302563	0.071768	-0.412403	-0.585269	-0.709429	1.596322	-0.514573	0.312152	-0.954782	-0.313063	-0.231057	-1.262489	0.000000	-0.058091	-1.125234	-0.725883	-0.400787	-0.064366	0.138419	-0.135864	-0.606891	-0.890460	0.012477	1.033671	0.236691	-1.665466	0.094728	-2.987692	-0.459628	0.150130	-0.991671	0.305275	-0.245942	-1.473754	-1.079757	-1.050781	-0.637581	-0.464040	-0.539628
Probe 57	-0.084872	0.707298	0.025029	-0.101943	2.068099	-2.022113	1.304068	1.332317	0.417952	-0.021393	1.978318	0.083271	-0.649485	-0.640285	-0.892456	0.430182	0.543569	1.276988	-0.272024	0.893984	1.262646	0.024040	-2.396163	-2.931624	1.348539	1.154109	-1.431391	1.095065	0.492155	0.139748	-1.131812	2.009568	0.509459	-0.994712	-0.203134	-1.538498	0.518155	0.771776	-0.174483	0.592447	1.856183	0.810324	-0.998616	0.549465	0.423890	-0.719121	-4.578531	0.653959
Probe 58	0.370393	0.000000	1.507356	-0.513231	-1.844819	-0.604291	-1.783019	-0.950065	-0.051802	-1.594017	2.113618	-0.854786	-1.173699	-0.313794	-2.277110	-2.507007	-2.032652	-0.512193	-0.835717	-0.478108	0.777608	0.880889	-0.962368	1.699564	0.922037	-1.833772	-1.407892	-0.036692	-0.705040	-1.014395	0.188158	1.734854	-1.774440	-0.604911	-0.799943	-0.595807	-1.512248	-1.157844	-0.311817	0.310752	-1.865559	1.439888	-0.322909	1.272043	0.121015	-0.870742	-1.101667	-1.864415
Probe 59	-1.271441	-2.432076	-2.048694	-0.239786	0.861434	0.000000	-1.894818	-3.730658	-1.016569	0.000000	-2.792855	1.698190	0.762717	-3.761318	-2.365269	-2.624301	2.320204	3.059854	-2.950498	-1.891164	-3.981853	0.000000	-3.521446	-3.235833	-4.945327	-1.991273	-3.833771	3.081556	-1.017738	1.831106	-3.337338	-2.272578	1.781035	3.313281	-1.158148	-3.152779	1.225342	3.024575	-4.264837	-2.877588	-2.414315	-1.215379	-3.523562	-3.990047	-0.975310	-2.106128	-1.449378	-0.722506
Probe 60	-3.698176	-3.129959	0.467858	3.195474	-5.149430	-4.467932	-5.760221	-5.208673	-5.417145	-3.992768	-4.364723	-5.273501	-3.913648	-5.366597	0.760727	-3.108856	-4.089382	-4.654206	-3.616329	-5.458776	-5.699607	-1.983291	-5.138414	-5.120186	-5.217618	-5.664198	-5.175118	-5.712941	-3.844235	-4.749187	-5.300856	-4.726831	-3.330886	-3.920864	-2.651405	-3.008915	-5.510329	-5.507160	-3.785175	-5.360364	-5.612942	-4.098157	-4.866439	-5.095503	-5.043101	-4.008665	-3.151957	-4.741431
Probe 61	-0.311288	0.036039	-0.654060	-0.174428	-0.251984	-0.152625	-0.019752	-0.301668	-0.927050	-1.652145	-1.352955	-0.274360	-0.716831	0.035771	-0.171831	-2.024867	-0.336610	0.641669	0.672208	-0.297336	0.005644	-0.033520	-0.083609	-1.346716	0.063957	-0.268329	-0.211896	-0.321928	-0.155775	0.174162	-1.083110	-1.200034	0.220055	0.979425	-0.685586	-1.442435	-1.549706	0.366952	0.145886	-1.360768	-1.184260	0.561908	-0.154760	-0.448485	-1.423292	-0.326360	-2.057755	1.141472
Probe 62	0.050704	0.150750	0.954668	-0.307494	0.236661	0.253215	-0.648512	-0.960921	0.345799	0.145578	0.035033	-0.644076	0.776353	-0.407366	0.241487	1.355141	0.995276	0.035508	0.614390	-0.440824	-1.756420	-0.209136	0.303284	0.132126	0.401619	-0.710252	-0.357880	-0.202158	-0.010873	0.630338	-0.347543	0.468301	1.933854	0.895346	0.497052	0.405630	-0.568956	0.001385	0.206619	-0.948470	1.133560	-1.566939	-0.163012	-0.090887	-0.866235	-0.080066	-0.722228	1.275337
Probe 63	0.130530	0.530874	0.217828	0.418258	0.204715	0.947767	-0.134023	-0.170005	-0.694931	-0.267965	-0.620126	-0.317925	-0.444796	0.451246	0.192490	-1.353879	-0.087437	0.385349	0.848719	-0.210963	0.541173	-0.220194	0.777816	-1.212960	-2.946939	0.000000	0.533583	-0.718786	-0.527635	-0.494164	-0.216799	-0.407769	0.685298	-0.674905	-0.738644	-0.958258	-1.785923	-0.157189	0.668838	-0.718496	-0.299229	0.016387	-0.272869	-1.730194	-1.032145	0.274055	-0.620349	0.564327
Probe 64	-2.856219	-4.101086	-3.138239	0.000000	-1.758364	-3.459432	-4.347666	-4.253989	-1.310714	-3.052522	-3.526137	-4.226494	-3.269943	-3.258596	2.571948	-2.546577	0.717496	1.754317	-2.543552	-3.904966	-1.752929	1.098759	-4.367217	-2.563968	-3.851333	-4.477677	-3.331898	-2.846995	-3.484228	-1.935141	-2.586073	-4.078097	-1.852443	0.000000	-1.785445	-3.492933	-0.675172	-2.843984	-3.685364	-3.969012	-3.557271	-3.727023	-2.743648	-0.256246	-3.777699	1.062061	-3.312835	-4.691243
Probe 65	1.976497	0.951978	0.082913	0.440670	1.765608	0.379014	1.577371	1.753425	0.699596	1.176833	0.631910	0.676270	-0.687244	-2.643128	0.217817	0.000000	1.986753	0.933289	1.469968	0.926802	1.555866	0.641228	0.549138	-2.038819	2.572302	1.150187	0.406916	1.181567	3.570299	1.371189	1.910571	1.899645	1.590894	-3.061268	0.376217	-0.122316	0.156288	1.392546	-0.070883	1.640057	1.213491	-0.587162	4.808507	1.732924	0.593281	-1.477249	-0.896646	-0.012413
Probe 66	0.002606	-3.508341	-0.207966	-0.186394	1.325073	0.849438	2.881252	2.809009	1.084390	-3.235727	3.083453	0.069249	1.875291	-0.507263	-0.062456	0.000000	1.216009	-5.193378	1.472235	4.357189	0.248565	0.368341	0.470815	0.206896	-3.835924	2.651762	1.038623	-0.678366	0.524938	1.484735	1.370758	1.974787	0.949059	0.529234	-1.270951	0.000000	-3.933340	-2.776962	0.942969	2.544854	-0.574909	-0.870727	1.234516	-5.197708	2.777656	-0.011633	0.731256	1.428162
Probe 67	-0.412054	0.000000	0.970854	0.000000	0.000000	0.000000	0.000000	-0.069093	0.970144	0.000000	0.292121	0.201959	0.000000	-0.049388	0.000000	0.000000	-0.201298	0.000000	0.450904	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.317362	0.000000	0.000000	0.000000	0.000000	0.000000	-0.191684	0.000000	0.000000	0.000000	0.000000	0.418143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.980037	0.000000	0.546949	0.466568
Probe 68	2.351940	0.000000	0.003736	2.745402	-3.942045	-3.525116	-4.713696	-4.420887	-4.095080	1.445032	-3.643441	-0.361273	-3.747345	-0.413858	1.914663	-3.030762	-3.958917	-3.198494	-3.223302	-3.084064	-4.312520	2.068947	-3.379898	-4.229588	-4.775577	-4.134221	-0.098650	0.000000	-4.096608	-3.500173	-4.438293	-2.531069	-1.120141	3.534963	-4.053980	0.650571	-3.543633	-2.536053	-2.942984	-3.231125	-4.321928	-3.727070	0.578473	-4.642124	-3.044394	-2.475638	-0.010083	-4.462707
Probe 69	-4.744699	-2.932753	-3.921761	-3.685940	1.686529	-3.690417	-4.184280	-4.181898	-2.212304	-2.693766	-4.631686	-3.910733	-1.039221	-2.971504	-2.688710	0.000000	1.443399	-3.892511	-3.190513	-3.217231	-3.430285	-3.308885	-4.087463	-3.090853	-2.765535	-4.768714	-3.435315	-2.296775	-4.353323	1.693679	-4.020591	-2.927896	-2.376429	-3.850999	-1.486087	0.000000	-4.248687	3.929229	2.381283	-3.303050	-3.808385	-2.407878	-3.670161	-5.100137	-3.454654	-4.130931	-2.421036	-4.786074
Probe 70	-0.663658	-1.800967	1.998654	0.739216	-0.980682	-0.969131	-1.413450	-3.077921	-1.627971	1.969525	-2.189143	-1.627288	-0.963957	-1.872005	0.075095	-1.345497	-2.278301	-2.037326	-0.447608	-1.151879	-1.055211	-0.080920	-0.006085	0.116354	-4.412104	-1.617667	1.745999	0.000000	-0.166671	-2.960278	0.855122	-1.468318	-1.102653	0.000000	0.000000	0.516398	-3.400103	-2.776104	-0.806290	-1.972488	-1.919152	1.143390	0.382020	-1.229676	-3.104108	-1.368596	-2.776938	-1.229166
Probe 71	0.971887	0.638176	-0.484330	0.453051	0.495440	-1.185032	-0.334829	1.885414	-0.273636	-0.097737	-0.302811	0.713534	0.337076	-1.283885	0.354843	-1.355659	-0.313795	-0.191531	0.470004	0.465424	0.629279	0.752302	-1.783213	-0.475015	0.519945	-0.768342	0.067557	0.699198	-0.316272	0.027530	2.751047	0.898452	0.572705	0.000000	0.255257	0.218143	-0.168929	-0.025490	0.220890	0.806841	1.169721	0.300106	-0.309704	0.357209	0.688360	0.485036	-0.082689	1.069896
Probe 72	1.552399	0.487550	-0.585329	-0.325607	1.116111	0.000000	1.351048	1.355555	-0.295322	0.011079	0.908370	1.070678	1.545480	-3.626686	-0.656436	-1.874067	0.007442	0.385122	1.972530	1.225194	1.578432	-0.581378	-2.910342	1.050434	0.390534	0.879551	0.455690	0.748345	0.472603	0.360433	1.257398	0.401696	0.668656	0.700739	-0.133856	0.815230	-0.026862	0.000000	0.279284	0.542751	0.913115	0.578384	1.052193	-0.150483	1.634676	0.952027	-1.830012	1.016053
Probe 73	-1.306037	0.072215	0.242551	0.006205	0.300653	1.610272	0.136762	-0.207926	-0.964676	0.020537	-0.280974	-0.095294	-0.149017	-0.008665	-0.459154	0.247781	0.101507	-0.067625	-1.160288	0.183538	-0.440304	0.380779	1.242968	-1.374311	-0.322588	0.262173	0.613140	0.227789	0.043461	0.089045	-0.206556	0.081121	-0.391381	-0.027164	-0.741697	1.337776	0.090560	-0.674056	-0.084111	0.226915	1.661236	-0.329085	-0.727954	0.129195	-0.693515	-0.776282	-0.169458	1.885145
Probe 74	0.077818	-0.268688	-0.238701	0.000000	1.068960	-0.856818	0.312016	0.677631	-0.963924	-0.792268	0.923432	-0.111581	1.096697	-1.305508	0.525360	-1.313761	0.381750	0.547715	-0.435065	-1.043738	0.404937	0.840459	-1.872643	-0.497153	-0.518001	0.004607	-0.306242	-0.320275	0.624919	0.796022	-1.462509	0.380163	1.098633	-0.188846	-0.358824	0.220252	-1.035542	-0.934450	0.486491	-0.084288	-1.332683	-0.078724	-1.731388	-0.873601	-0.322212	-0.008139	-0.951612	-0.145259
Probe 75	-0.187672	0.000000	1.092751	0.427439	-0.893175	-0.345952	-0.945026	-0.853223	1.254371	-0.390572	0.134179	0.743531	-0.021855	1.370915	0.364370	-0.675160	-0.855515	-1.019031	0.213202	0.544146	-0.046010	-0.125531	-0.467615	-0.900721	-1.046685	-1.191114	-0.214634	0.222877	-0.400572	-0.239021	0.293731	0.520885	0.018583	0.128757	-0.822429	-0.220282	-1.019917	0.223626	-0.837806	-0.440143	-0.364255	0.710155	0.882456	1.451824	-0.286807	-0.007479	-0.853073	-0.826806
Probe 76	0.644079	0.000000	-0.262742	-0.040601	-1.606855	0.166393	1.198762	1.351555	0.121231	-1.513382	0.024783	1.437756	-0.205830	0.398645	1.161572	-0.271260	-0.589003	0.261600	-0.627130	0.044188	0.269937	0.000000	-0.675160	1.045451	0.563685	0.816502	0.141661	0.616959	-1.115818	-0.898882	0.545137	0.134875	-0.539111	0.000000	-0.115163	-2.300672	-1.232951	-0.024910	-0.541808	-0.054792	0.078563	0.953011	0.829831	-1.002306	0.554811	-0.391094	0.320213	-1.055980
Probe 77	-3.250382	1.012881	-5.677132	-2.951637	-1.689924	-4.768184	-2.101827	-4.179324	-0.013418	-3.973611	-2.479225	-5.035272	-3.926675	-3.540402	-2.002468	-3.426265	-3.038660	1.699488	-1.841189	-2.014995	-3.735179	-1.252154	-5.231893	-6.005175	-1.213370	-2.434222	-2.312507	0.121439	-3.247526	-2.178597	-1.205739	-0.684964	-4.865680	-3.914018	-1.375730	-6.045749	0.717761	-0.473516	-0.198172	-3.024788	-4.570463	0.938868	1.454181	-1.018822	-1.134023	-3.193690	-3.106563	0.593638
Probe 78	0.772190	-4.426579	-2.449948	0.955854	1.244989	-3.866874	-5.862247	-4.728687	1.957251	-4.070389	-3.544898	0.219064	-3.406486	-4.586100	-2.604283	-4.909227	-1.086247	-5.072819	1.585028	-5.321239	-3.213432	-4.028278	-3.860029	-4.226493	1.565180	-5.760307	-3.397184	0.408367	-3.385348	-0.670282	1.291938	-4.830907	0.394217	1.092708	-3.237656	-2.121292	0.926917	-3.366252	1.652904	-3.332567	-4.944520	0.626603	-3.623081	-6.450021	-3.668970	0.425201	-4.602524	1.985274
Probe 79	-0.179345	0.622589	0.516926	0.000000	-0.025712	0.211839	-0.140208	0.991255	-0.450647	-0.049809	-0.946778	-0.357356	-0.416990	-0.205411	-0.783697	-0.475115	0.170576	0.503418	0.154011	-0.766492	-0.648861	0.715780	0.399149	0.013726	0.828248	-0.208070	0.352904	-0.944164	-0.596462	-0.256685	-0.765927	-0.610010	-0.697474	-0.100632	1.059431	0.028448	0.106533	-1.565052	0.229336	-0.225182	-0.151386	-0.956380	-0.214936	0.437802	-0.201851	-0.439864	0.445684	-0.722383
Probe 80	-1.413851	0.000000	0.591346	-0.243646	1.113149	-0.448389	1.378624	1.832768	-1.011517	1.201821	2.775538	-0.473958	0.215264	-0.363721	-0.129443	0.356215	-0.756074	-0.904966	-0.809290	1.324654	-0.415421	0.080662	-0.566757	0.273931	0.351543	1.479820	0.515600	0.000000	0.640540	0.555028	-1.013581	0.443088	0.628243	0.296194	-0.629679	0.209397	-1.266717	0.089152	0.325844	0.869066	1.107672	0.513331	-0.417518	0.000000	1.321143	-0.298272	0.251363	-0.098302
Probe 81	0.356441	0.225132	-0.995129	0.241470	-1.256858	-0.600829	0.563914	-1.457812	-2.482918	0.530236	-0.947778	1.415236	-1.807752	0.647567	0.253356	-1.026937	-0.074533	0.277972	-0.534978	0.223476	0.137954	-0.627698	-0.679376	0.295812	-0.777068	-0.534353	-1.595944	-0.642432	-0.333099	-0.461121	0.524451	-0.128793	-1.543350	0.156579	0.528857	0.171611	-1.772358	-0.456039	0.145157	-0.420853	0.414654	0.948435	-0.989463	-0.617607	0.278966	-0.032892	-0.188568	0.489868
Probe 82	-0.517711	-0.116506	1.239315	0.326445	0.098863	-0.062458	1.392629	1.608891	-0.307283	0.017549	-0.830934	0.342875	0.170597	0.493271	0.169298	-0.097153	-0.595244	-0.179805	0.412343	-0.396172	0.023998	-1.711890	-0.810687	-0.317379	0.502215	0.690225	-0.067040	-0.875942	-0.505457	-0.062265	-0.163755	-0.495832	0.072225	0.127873	-0.561917	0.633031	-0.546700	-1.427049	0.068965	-0.702833	-0.623595	-0.404453	0.837474	0.742717	-0.400475	-0.169199	-0.138840	0.615298
Probe 83	-0.757037	-0.649379	-0.427278	0.991680	-0.945813	0.637370	1.602639	3.219843	-0.230181	-0.814793	1.513717	-0.891066	-0.482152	-0.359629	-0.033805	0.653556	-0.012711	0.978202	-0.994159	1.554284	-0.218350	-0.067824	0.068495	-1.113473	-0.997989	1.884302	-0.097638	-0.674154	-0.974199	-0.246377	-0.857278	1.653940	-0.275751	-0.238030	0.504296	-0.739548	0.054348	-0.010283	-0.033508	1.579653	-0.648626	-0.319326	-0.775932	-1.023751	0.838441	-0.451461	0.079261	-0.996433
Probe 84	-4.747507	-3.144437	-4.005523	1.521353	0.310459	-4.738768	-2.928848	-5.135453	-5.155021	-3.241840	2.044368	-4.247352	-3.999627	-3.569015	-1.349994	-2.588774	-3.414478	-4.318317	-3.385175	0.896765	-3.190184	-0.140269	-2.998149	-4.352617	0.364012	0.105823	-4.993221	-4.503985	-4.441368	-4.555769	-5.088311	-1.377520	-4.193576	-4.520422	-4.172242	-3.592516	-4.453790	-3.239888	0.000000	0.648304	-5.013016	-3.331223	-4.317065	-5.988685	1.563822	-4.315421	-3.265785	3.050218
Probe 85	0.645984	-0.274697	0.677558	0.000000	0.460665	0.503092	1.295591	1.373434	0.550529	0.037968	0.808455	0.995266	0.621808	-0.186266	0.888697	1.666703	0.220883	-0.479767	0.643754	0.490427	0.561116	0.262195	-0.288905	1.139019	0.117893	0.788191	0.120938	-0.062756	0.328467	-0.073018	0.629678	0.737742	0.696935	0.518201	-0.354002	0.028323	0.414555	0.152492	0.531623	1.424946	1.040494	-0.292017	0.677333	0.832978	0.659022	0.370501	0.450037	-0.005276
Probe 86	-0.263277	-0.429369	-1.087640	-1.086038	0.486356	0.333150	-0.780972	-1.000942	0.445844	-1.308062	-0.312992	-1.467168	0.521704	-0.408682	-0.124399	-1.313595	-0.383377	0.389262	-0.747327	-0.086013	0.912093	0.786596	-1.539250	-1.231056	-0.050999	-0.789856	-0.332018	-0.581057	-0.543583	-0.222328	2.231530	-1.059359	1.208099	-1.799296	0.023442	-1.596917	0.539610	0.272016	-0.152752	-1.032203	-0.113325	-0.429533	-1.037369	-0.378968	-0.241342	-0.579557	-1.050290	1.583209
Probe 87	-3.372904	-0.589344	0.434987	-1.129956	-0.584511	0.456591	-0.081056	-0.392011	1.128076	1.173383	-0.308250	-0.915172	0.417969	0.466160	-0.076741	1.946906	1.368350	0.428302	-0.124481	0.695869	0.330471	0.299283	-0.079243	-2.325595	-0.170809	-0.043158	-0.807875	0.844253	0.294468	0.409650	-1.665522	0.737223	0.566895	0.550307	2.200462	-1.889353	0.631511	1.604689	0.220747	0.220646	1.389912	0.336841	-0.600352	0.840367	-0.627784	-1.153406	0.667565	1.594902
Probe 88	-1.408398	0.086262	0.581197	0.000000	-0.123522	0.939935	-0.105544	0.179622	-0.228146	0.008660	-0.362197	-0.574381	0.500102	-0.961702	-0.783639	-0.175459	-0.610741	-0.330534	-0.173203	0.040467	-0.352367	0.166577	0.265863	-0.153370	-1.490590	-0.396944	-0.429981	0.062026	0.215626	-0.650117	-1.614362	-1.417788	-0.353654	-0.372466	-0.043690	0.561462	0.019221	-0.722528	1.431456	0.011593	0.969456	-0.605294	-0.156133	-0.287053	0.225305	-0.352115	0.401027	-0.847331
Probe 89	1.344388	0.141886	-3.356615	-0.435022	0.777658	1.170180	-1.181310	0.434451	0.918375	-0.800734	-0.781195	0.743372	0.418635	-1.082302	-0.002261	-0.026570	0.212621	0.625152	1.480023	-0.228496	1.619760	0.334351	0.376476	-0.890653	0.756274	-0.876774	0.703767	0.519592	0.421833	0.047829	1.496680	-0.460809	0.532832	0.026717	0.928183	-0.456600	0.926121	0.582171	-0.108570	-0.137982	1.387894	0.244351	0.148943	1.293094	0.645572	0.214995	0.377168	0.194450
Probe 90	-0.800429	-1.016797	-0.537465	-0.812971	-2.145146	0.859606	0.283590	-1.047638	-0.654549	-1.741932	0.032685	-0.887141	-2.318028	1.660134	-0.760436	0.932787	-0.931460	0.657511	-1.126920	-0.292887	-0.686366	-0.942234	0.286851	-1.268128	-2.211452	0.286650	-0.074957	0.186553	-1.597932	-1.058952	-0.732987	-0.246543	-1.135635	-1.663960	0.600951	0.000000	0.044583	0.130202	0.000000	-0.889431	0.449066	1.045320	-1.448348	-1.353382	-0.075905	-1.668071	0.460977	-2.251298
Probe 91	-0.636288	0.434834	-0.937819	0.226597	0.726332	-0.927044	-0.222853	0.938961	1.655122	0.730281	0.649677	0.337509	-1.161141	-0.747499	0.130001	0.341230	1.012595	-0.022099	0.868131	0.768830	0.123983	0.233379	-0.760832	-1.380306	0.925964	-0.649825	-1.148835	1.261007	1.305241	-0.000360	-0.096171	2.283254	-0.349308	1.151008	0.250956	-1.328406	-0.756251	1.245321	0.701238	0.788859	0.626701	0.673754	-0.355298	-0.320643	-0.079691	0.891431	-1.923252	-0.683480
Probe 92	0.643735	0.184425	0.267792	1.533915	-0.071528	0.015569	-0.518965	0.175135	-0.543602	0.682428	-0.640295	0.155634	-0.634044	-0.003633	-0.125283	-0.718980	-0.820963	-1.316812	0.298313	-0.268489	0.072390	0.000000	1.551255	-0.626224	0.773229	-1.450945	1.373635	0.750596	0.145289	-0.534893	0.915749	-0.268681	0.440847	0.000000	0.000000	0.207958	-0.792138	-0.028243	0.420576	-0.666229	0.573450	0.609416	0.426956	-1.699714	0.535990	0.131744	0.849208	-0.042139
Probe 93	-2.048756	-0.213485	-0.793229	1.028584	0.140048	-4.547450	-4.088901	-5.470537	1.890857	0.727387	-2.820421	-2.724465	-1.650430	-3.464383	1.131460	-1.743276	-0.926575	0.087796	-2.244622	-3.339466	-0.866672	-0.651693	-2.780763	-3.068211	-1.978857	-5.253215	-1.854562	-0.365183	-1.425162	-0.162581	-3.952235	-1.384697	1.234064	-1.287577	-2.398871	0.685779	-0.620561	-0.688641	-1.132953	-1.728787	-4.886062	-1.255768	-0.478834	1.375932	-1.723248	-1.233719	-2.141219	0.311980
Probe 94	-1.010417	0.079315	-1.147835	0.591679	-0.457116	0.480378	-1.060608	-1.394437	-0.425368	-0.284615	-0.540410	0.100255	-0.307404	0.798022	-0.897444	-0.621074	0.274169	-1.620152	-1.189642	-0.531310	0.130675	0.738523	0.167543	2.078331	-0.769877	-0.655333	0.454227	-0.729634	0.331288	0.580580	-0.231821	0.686742	-0.482771	0.000000	-0.079621	0.375679	-1.125457	-0.478570	-0.294179	-1.466258	0.132186	0.167388	-1.384967	-1.309367	-0.285864	-3.050626	0.325304	-1.009044
