Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48	Training experiment 49	Training experiment 50	Training experiment 51	Training experiment 52	Training experiment 53	Training experiment 54	Training experiment 55	Training experiment 56	Training experiment 57	Training experiment 58	Training experiment 59	Training experiment 60	Training experiment 61	Training experiment 62	Training experiment 63	Training experiment 64	Training experiment 65	Training experiment 66	Training experiment 67	Training experiment 68	Training experiment 69	Training experiment 70	Training experiment 71	Training experiment 72	Training experiment 73	Training experiment 74	Training experiment 75	Training experiment 76	Training experiment 77	Training experiment 78	Training experiment 79	Training experiment 80	Training experiment 81	Training experiment 82	Training experiment 83	Training experiment 84	Training experiment 85	Training experiment 86	Training experiment 87	Training experiment 88	Training experiment 89	Training experiment 90	Training experiment 91	Training experiment 92	Training experiment 93	Training experiment 94	Training experiment 95	Training experiment 96	Training experiment 97	Training experiment 98	Training experiment 99	Training experiment 100	Training experiment 101	Training experiment 102
Probe 22	0.098724	-0.446231	-0.523892	-0.481149	-0.321006	0.021102	-0.226179	-0.545552	-0.232931	-0.493213	-0.478757	-0.443633	-0.630480	0.113352	-0.468699	-0.089649	-0.802090	-0.897683	-0.415488	-0.443788	-0.253535	-0.508596	-0.421267	-0.313759	-0.416352	-0.411498	-0.497125	-0.328116	0.040257	0.078558	-0.413653	-0.222740	-0.399561	-0.342594	-0.645722	-0.186553	-0.247043	-0.463354	-0.463596	-0.431689	-0.017944	-0.319047	-0.369163	-0.312532	-0.680829	-0.311874	0.088647	-0.599953	-0.403378	-0.742556	-0.435622	-0.538759	-0.700458	-0.489122	-0.424537	-0.188063	-0.590460	-0.263376	-0.268582	-0.238944	-0.327555	0.100318	-0.485213	-0.519719	-0.660744	-0.563260	-0.385700	-0.515418	-0.756788	-0.291278	-0.429357	-0.089293	-0.586227	-0.364369	-0.470058	-0.441590	-0.649302	-0.338447	-0.313394	-0.480016	-0.492647	-0.412276	-0.455791	-0.064231	-0.260771	-0.312614	-0.344439	-0.512373	-0.302867	-0.034665	-0.398698	-0.357356	-0.040500	-0.256635	-0.421302	-0.282301	-0.284731	-0.352240	-0.375616	-0.406927	-0.461298	-0.413547
Probe 23	0.160212	0.068084	0.144620	-0.167242	0.176093	0.190993	-0.119565	0.208869	0.033802	0.144682	0.077184	-0.260172	-0.248969	0.175902	0.095159	-0.248538	0.023686	0.112623	-0.012820	-0.176274	0.076136	-0.205417	0.457222	0.297181	-0.129204	0.254059	0.209548	-0.094183	0.132925	0.207412	0.209853	0.475314	0.107623	0.079202	-0.184180	-0.301644	0.010815	0.099522	0.049830	0.043923	-0.206724	0.186214	0.037326	0.074169	-0.074672	0.155476	-0.139554	-0.164745	0.100985	-0.021832	-0.050627	0.297715	-0.079844	-0.209677	0.124808	0.288487	-0.227564	0.061548	0.153118	0.093330	-0.095540	0.063176	0.241951	0.068609	-0.176564	0.244312	0.125626	0.251788	0.127473	0.088821	0.099463	-0.207393	-0.220570	0.027698	-0.025980	0.289405	-0.233133	-0.088480	0.527349	-0.250702	0.079418	0.272337	0.123454	-0.348457	-0.230601	-0.073434	0.121624	0.004372	0.353234	0.126043	-0.334789	0.082450	0.145887	0.024405	-0.056825	0.444795	0.061539	0.121842	0.091131	-0.004166	0.108750	0.045997
Probe 24	1.537373	0.182509	0.950274	-0.370887	-0.141501	1.685419	-0.129127	1.602270	0.941231	-0.339209	0.690538	-0.184674	-0.340104	1.431593	0.845488	-0.199000	1.356985	1.472954	0.997053	-0.262843	-0.227895	-0.248788	0.564655	1.510524	-0.370031	1.434310	-0.202068	0.829882	1.368531	1.574447	0.316683	0.511280	0.830342	0.781980	-0.300726	-0.186628	1.160963	0.976073	0.699374	0.971336	-0.152922	0.806656	0.885158	0.157195	-0.431202	0.828283	0.937536	-0.292478	0.790684	-0.397706	-0.279172	1.641444	1.301873	-0.195972	0.643693	-0.067049	-0.475791	1.105119	1.024917	-0.315123	1.029832	1.317627	-0.198359	0.942334	-0.487185	1.659553	0.923870	1.672601	1.517590	1.033833	0.848957	-0.181250	-0.407898	0.774419	-0.279714	1.429390	-0.391069	1.014161	0.556830	-0.309664	0.860168	0.385769	0.974488	-0.272687	-0.146198	1.027248	0.986375	-0.007889	0.398680	1.582077	-0.166211	0.799159	1.775464	1.043513	1.068644	0.436320	0.957721	0.819854	0.951495	0.832663	0.794719	0.850324
Probe 25	0.812083	-0.250267	0.081612	-0.491729	-0.145338	0.871040	-0.557716	0.877698	-0.049447	0.054849	-0.706192	-0.271474	-0.546103	0.672216	0.506901	-0.608573	0.905891	1.054451	-0.090247	-0.293640	-0.245993	-0.363824	0.230113	0.685654	-0.485598	0.724268	0.105922	0.351677	0.728521	0.855660	-0.088313	0.285526	-0.729788	-0.192008	-0.542843	-0.525199	0.008726	0.112817	-0.801840	0.014689	-0.581722	-0.700895	-0.208511	-0.179196	-0.586476	0.628318	-0.027628	-0.540237	-0.665847	-0.571734	-0.335751	0.856572	0.895560	-0.420885	-0.826491	-0.022737	-0.656615	-0.028133	-0.185999	-0.276615	-0.026167	0.428414	0.168578	0.048262	-0.677728	0.881714	0.538757	0.809543	1.092388	-0.124928	0.442283	-0.594070	-0.683339	-0.278322	-0.492368	0.676824	-0.577467	-0.090997	0.143009	-0.400339	0.025973	0.593137	0.108780	-0.585218	-0.544431	-0.067451	0.527914	-0.280519	0.346755	0.858305	-0.231527	-0.725615	1.017824	-0.087052	-0.111339	0.143501	-0.199528	0.468009	0.037557	-0.228595	-0.236016	-0.159313
Probe 26	-0.479463	-0.446779	-0.189328	-0.436430	-0.684481	-0.463632	0.049328	-0.743846	0.120181	-0.542889	-0.369466	0.153277	-0.213300	-0.420894	0.045688	0.152597	-0.634885	-0.435614	0.375678	0.131843	-0.540961	-0.049171	-1.122308	-0.568033	-0.523856	-0.805520	-0.445608	-0.203019	-0.399430	-0.346809	-0.508803	-1.123219	-0.183271	-0.057737	-0.263042	0.049595	0.212525	-0.193541	-0.425081	-0.225873	-0.157419	-0.357854	0.051102	-0.443440	-0.400422	-0.139336	0.257560	-0.283426	-0.279000	-0.396515	-0.754596	-0.673772	-0.650714	-0.020458	-0.424512	-0.619484	-0.468087	0.318323	0.339301	-0.705984	0.419136	-0.297540	-0.485258	-0.156656	-0.404387	-0.689646	-0.049078	-0.613917	-0.483232	0.371840	-0.051897	-0.036205	-0.343421	-0.066065	-0.587126	-0.737959	-0.657230	0.447592	-1.126701	0.133168	-0.256712	-1.108385	-0.199533	0.069445	-0.034800	0.409035	-0.114143	-0.408023	-1.187064	-0.353711	0.296072	-0.522280	-0.530932	0.268263	0.475110	-1.214845	0.425572	-0.040578	-0.209170	0.034837	0.008187	0.036615
Probe 27	-0.087039	-0.025768	0.285108	-0.410555	-0.556405	-0.109363	-0.018909	-0.429071	0.443988	-0.649371	0.256430	-0.101502	0.024049	-0.130267	0.112803	-0.076584	-0.581763	-0.718065	0.286859	-0.192845	-0.515378	-0.231922	-0.218635	-0.314157	-0.551057	-0.393320	-0.505999	0.059637	-0.056935	-0.080565	0.070797	-0.118005	0.249520	0.282378	0.043088	-0.046109	0.485369	0.303552	0.190071	0.218219	-0.095863	0.243456	0.294258	-0.039087	0.033867	0.038946	0.275406	0.093455	0.265264	0.077734	-0.557771	-0.436941	-0.758648	-0.221450	0.217650	-0.579170	-0.043934	0.538159	0.558864	-0.641094	0.308507	-0.177291	-0.542019	0.269916	0.004913	-0.335806	0.079198	-0.419772	-0.683338	0.570929	0.047092	0.001873	0.042016	0.261591	-0.592986	-0.393582	-0.657501	0.346275	-0.215957	-0.154006	0.129412	-0.110223	0.310755	-0.021622	-0.039943	0.334393	0.070347	-0.024090	-0.206150	-0.076833	-0.005160	0.199951	-0.124928	0.453218	0.304739	-0.196181	0.541371	0.041185	0.330161	0.347385	0.282060	0.333904
Probe 28	0.925872	1.312344	1.667575	1.284597	1.055526	0.774790	1.467747	0.444856	2.017891	1.103857	1.400732	1.678220	1.421526	0.993651	1.696791	1.589891	0.710886	0.685751	1.606392	1.609173	1.144301	1.624214	0.766708	0.681472	1.408010	0.579027	1.220489	1.567787	1.017281	0.858112	1.343234	1.063667	1.233839	1.587861	1.348975	1.531706	1.931501	1.708294	1.277964	1.644515	1.417784	1.239102	1.551953	1.286718	1.302797	1.686827	1.554593	1.422092	1.330886	1.390038	1.208109	0.534366	0.745087	1.575107	1.220563	1.053088	1.288932	2.103609	1.974089	0.997175	1.501262	1.029617	1.174210	1.634545	1.296185	0.476799	1.660316	0.520989	0.585233	2.014550	1.581607	1.399235	1.231335	1.478379	1.205858	0.611994	1.059986	1.599117	0.904533	1.585223	1.503648	1.127258	1.712599	1.525907	1.498557	1.577420	1.698579	1.409251	0.957116	0.913040	1.769654	1.248580	0.687371	1.940954	1.511887	1.001038	1.986354	1.717555	1.721105	1.653572	1.641507	1.603077
Probe 29	0.338232	-0.114803	0.168773	-0.791619	-0.283510	0.442559	-0.145167	0.066247	0.095823	-0.394995	0.203556	-0.628216	-0.250606	0.372323	0.275167	-0.219956	-0.023569	-0.032146	0.217582	-0.652241	-0.472186	-0.634251	0.154385	0.202136	-0.644264	0.138016	-0.306365	0.191527	0.266334	0.377277	-0.028418	0.130871	0.254539	0.000171	-0.200326	-0.202993	0.157256	0.243264	0.093596	0.203582	-0.279581	0.376999	0.106657	-0.098320	-0.272387	0.339842	0.119389	-0.188570	0.269289	-0.158906	-0.643049	0.157049	-0.076339	-0.676404	0.213050	-0.227512	-0.296205	0.104521	0.132161	-0.489538	0.228384	0.197228	-0.311145	0.128699	-0.295882	0.169839	0.280930	0.199815	0.075004	0.148494	0.220549	-0.322324	-0.206036	-0.140545	-0.627461	0.068312	-0.737893	0.250970	0.147642	-0.677177	0.122094	-0.063447	0.182317	-0.244051	-0.172639	0.257950	0.255221	-0.124263	0.014765	0.360670	-0.627610	0.371648	0.439631	0.070586	0.200994	0.143243	0.108269	0.306924	0.235726	0.063699	0.029332	0.056423
Probe 30	-1.309583	-1.172219	-0.864793	-2.300581	-1.938146	-1.389054	-0.578918	-1.078734	-1.140375	-2.019829	-1.519802	-1.610401	-0.828739	-1.463427	-1.254067	-0.395587	-1.969108	-1.913060	-1.122058	-1.656195	-2.031284	-1.695210	-1.567781	-0.489059	-1.444130	-0.987189	-1.970864	-1.167290	-1.273916	-1.406723	-0.999139	-0.953319	-1.503525	-1.374199	-0.892656	-0.629582	-1.158874	-0.826418	-1.475409	-0.851072	-0.905229	-1.581649	-1.234611	-1.064175	-0.957913	-1.280528	-1.059796	-0.986002	-1.490740	-1.005948	-1.993741	-1.118791	-1.769480	-1.636685	-1.504023	-2.128191	-1.049062	-0.928563	-1.103266	-1.707103	-1.059518	-1.328537	-1.969021	-0.819121	-1.031095	-1.119879	-1.189122	-1.213358	-1.862496	-0.931579	-1.406032	-0.732018	-0.868843	-1.342130	-1.998887	-0.859962	-1.719251	-1.016915	-1.486740	-1.657543	-0.862610	-1.264408	-0.795109	-0.466694	-0.750763	-1.051458	-1.328840	-1.177304	-1.158442	-1.318310	-1.539157	-1.574184	-1.423429	-1.013086	-1.023043	-1.342575	-0.835464	-1.214967	-0.787062	-1.306817	-1.283674	-1.224418
Probe 31	0.573229	0.133515	0.154637	0.079489	0.386923	0.624098	-0.129397	0.510294	0.208495	0.488964	-0.045878	0.043080	-0.129902	0.503587	0.418801	-0.241733	0.395201	0.471341	0.156573	0.081854	0.321704	0.078917	0.476475	0.505465	0.110137	0.470113	0.534989	0.332972	0.529588	0.563988	0.189058	0.552209	-0.087251	0.195582	-0.080475	-0.153384	0.212822	0.238051	-0.065131	0.199998	-0.069960	-0.033460	0.171380	0.169407	-0.040306	0.490635	0.220744	-0.149913	-0.064648	-0.092042	0.168345	0.557339	0.464568	0.037741	-0.010705	0.490364	-0.078072	0.200404	0.186324	0.313882	0.114409	0.429524	0.527203	0.139868	-0.067672	0.549375	0.406492	0.536197	0.551803	0.114193	0.391078	-0.159623	-0.048879	0.131023	0.188201	0.466843	0.100532	0.107003	0.556020	0.014673	0.136708	0.374187	0.199255	-0.221773	-0.085663	0.139162	0.428717	0.161541	0.392021	0.598546	-0.020981	-0.047713	0.685164	0.169814	0.080113	0.482200	0.164154	0.338953	0.189170	0.210855	0.201833	0.234125
Probe 32	0.806556	0.361869	0.381092	0.292090	0.456390	0.925272	0.342328	0.440645	0.794108	0.383010	0.306593	0.528300	0.251312	0.826909	0.803022	0.379008	0.333797	0.312545	0.687993	0.479937	0.419870	0.465259	0.328206	0.448697	0.359064	0.374920	0.456096	0.799425	0.772191	0.810989	0.265900	0.406058	0.467364	0.670980	0.417527	0.316792	0.740230	0.397835	0.393987	0.468120	0.393704	0.434492	0.671014	0.386715	0.379753	0.820623	0.478239	0.323171	0.513322	0.348715	0.388147	0.414850	0.349616	0.445307	0.371744	0.523491	0.313510	0.747804	0.748741	0.226245	0.624314	0.753541	0.451712	0.351601	0.316099	0.460476	0.779845	0.419395	0.336014	0.746539	0.802214	0.286068	0.197651	0.588163	0.318833	0.272420	0.259298	0.682324	0.435628	0.535567	0.287805	0.197353	0.418118	0.226967	0.361456	0.673486	0.800146	0.304320	0.236493	0.820773	0.505833	0.468328	0.926206	0.702241	0.596633	0.434277	0.720071	0.840961	0.478056	0.666446	0.673427	0.660930
Probe 33	0.805841	0.521179	0.216530	-0.045330	0.284804	0.923074	0.237551	0.248191	0.656551	0.046722	0.153503	-0.133548	-0.113466	0.788998	0.427383	0.146426	-0.356804	-0.346859	0.546802	-0.007276	0.171253	0.037093	0.490384	0.239637	-0.021807	0.114954	0.016907	0.450943	0.776109	0.863497	0.443615	0.486740	0.140236	0.471499	-0.001226	0.009942	0.661832	0.339554	-0.028784	0.234952	0.223060	0.132644	0.517605	0.551130	0.033165	0.483542	0.559406	-0.085469	0.043134	0.044906	-0.062483	0.178546	-0.246986	-0.066102	0.078170	0.391296	-0.040256	0.457827	0.511971	0.229307	0.529724	0.767053	0.077415	0.170307	0.052027	0.220212	0.501615	0.215439	-0.217600	0.529364	0.477703	0.246877	0.014096	0.500975	0.036810	0.111601	-0.116117	0.538471	0.578557	-0.166791	0.128116	0.195551	0.278371	0.066439	0.169827	0.461454	0.536873	0.571030	0.266942	0.844028	-0.269336	0.041419	0.818117	0.629132	0.466619	0.401829	0.545663	0.471907	0.270492	0.449569	0.534556	0.553486
Probe 34	0.353544	0.244306	0.363780	-0.045401	0.238210	0.509094	-0.391667	-0.237451	-0.049699	0.312425	-0.021717	-0.130062	0.013372	0.429052	-0.311370	-0.227322	-0.239846	-0.554166	0.073496	-0.063160	0.153574	-0.032145	-0.285220	-0.157887	-0.045660	-0.331154	0.407832	-0.493238	0.383193	0.362555	0.152187	-0.241085	-0.028125	-0.112033	0.031625	-0.323812	0.090770	0.502673	-0.054135	0.425965	-0.325861	0.076013	0.022301	0.281478	-0.047526	-0.475383	0.097317	0.051783	0.162800	0.027792	0.033184	-0.286054	-0.331319	-0.014484	-0.017280	0.160524	-0.139860	0.061665	-0.075354	0.006093	0.147981	0.318799	0.406804	0.398916	-0.045150	-0.196330	-0.228984	-0.146120	-0.279705	0.048755	-0.429721	-0.395968	-0.077921	-0.153332	0.012563	-0.359829	0.027503	0.181037	-0.279718	-0.076027	0.315101	-0.451178	0.475058	-0.087227	-0.305973	0.161922	-0.305424	0.181340	-0.390188	0.433914	-0.150820	-0.015567	0.428307	0.077365	0.132437	-0.094552	-0.080008	-0.372155	0.429411	-0.068431	0.050877	-0.077938
Probe 35	-0.074279	-0.510154	-0.537870	-0.886757	-0.519621	-0.009835	-0.815130	-0.972188	-0.657221	-0.554428	-0.756086	-0.639031	-0.951607	-0.068300	-0.713412	-0.640239	-0.548061	-0.723185	-0.403820	-0.599589	-0.546652	-0.505190	-0.751844	-0.829649	-0.895456	-0.886522	-0.392178	-0.626448	-0.171486	-0.114435	-1.068338	-0.741506	-0.571934	-0.378916	-0.774949	-0.816834	-0.663068	-0.426976	-0.760078	-0.479936	-0.843132	-0.454548	-0.314348	-0.541668	-0.879292	-0.680124	-0.291530	-0.862175	-0.603511	-0.969899	-0.681989	-0.958128	-0.666705	-0.494810	-0.665715	-0.417997	-0.951646	-0.702218	-0.758181	-0.647653	-0.365966	-0.094731	-0.376571	-0.560757	-1.058539	-0.924365	-0.634502	-0.987950	-0.621187	-0.789537	-0.671879	-0.901742	-0.952099	-0.444385	-0.770567	-1.149063	-0.652669	-0.341561	-0.701751	-0.602422	-0.472445	-0.848525	-0.454054	-0.856853	-0.825102	-0.364816	-0.691287	-0.454792	-0.813253	-0.121411	-0.741155	-0.488314	-0.039816	-0.780748	-0.416055	-0.719669	-0.812425	-0.656202	-0.437646	-0.391018	-0.402760	-0.359159
Probe 36	0.032232	-0.169422	0.133763	-0.800683	-0.191994	-0.033127	-0.373445	-0.189513	-0.364407	0.003910	-0.072977	-0.289881	-0.248415	0.053031	-0.165870	-0.380508	-0.636093	-0.748275	-0.357104	-0.272317	-0.303733	-0.368873	-0.218417	-0.188797	-0.599590	-0.349118	0.164238	-0.272560	0.064193	0.098117	-0.263070	-0.263465	-0.033189	-0.173758	-0.118509	-0.454682	-0.225720	0.193705	-0.141553	0.058811	-0.318912	-0.004030	-0.142056	-0.024194	-0.197714	-0.141407	-0.387279	-0.216601	-0.060487	-0.167130	-0.629511	-0.221650	-0.703434	-0.349930	-0.081732	-0.237256	-0.291488	-0.201510	-0.349197	-0.525762	-0.311683	0.030540	0.122342	0.080703	-0.220970	-0.187567	-0.123052	-0.123809	-0.631930	-0.306110	-0.264025	-0.317497	-0.239636	-0.264720	-0.646549	-0.268721	-0.853754	-0.267978	-0.252737	-0.350793	0.158767	-0.474812	0.155742	-0.329714	-0.353691	-0.284124	-0.324490	-0.140907	-0.274479	0.141235	-0.378088	-0.215998	0.029020	-0.194444	-0.307395	-0.189278	-0.339247	-0.301553	0.126927	-0.151678	-0.134157	-0.126354
Probe 37	-0.249920	-0.091711	-0.093098	0.341212	0.086736	-0.303773	0.072609	-0.024198	0.027663	0.008384	-0.080299	0.326254	0.133949	-0.301045	-0.105122	0.069958	0.195213	0.246905	-0.070030	0.367064	0.177117	0.307510	-0.265311	-0.047098	0.243331	-0.069372	0.004186	-0.205696	-0.285500	-0.225835	-0.059834	-0.350371	-0.070131	-0.115705	0.074173	0.008769	0.067687	-0.046805	-0.152477	-0.124989	0.044539	-0.122319	-0.116767	0.020737	0.120250	-0.107510	-0.162628	0.141519	-0.117362	0.147233	0.220028	-0.049579	0.197328	0.313621	-0.140470	0.072582	0.089731	0.013292	0.138672	0.170803	-0.041414	-0.244797	0.001528	-0.060352	0.115665	-0.098646	-0.127974	-0.101282	0.231831	0.092164	-0.121609	0.137615	0.141013	-0.072096	0.319863	-0.048823	0.285031	-0.012673	-0.366155	0.351164	-0.067089	-0.245175	-0.063014	0.100863	0.015634	-0.074107	-0.062783	-0.103063	-0.255307	-0.301030	0.338910	-0.238279	-0.309940	0.077617	-0.063778	-0.342439	0.145586	-0.122114	-0.082622	-0.082111	-0.094234	-0.119358
Probe 38	-1.234411	-1.040739	-1.029511	-1.472336	-0.942096	-1.146000	-0.524945	-1.551689	-1.106612	-0.775577	-1.485841	-0.315227	-0.972669	-1.061205	-1.258937	-0.295473	-1.268902	-1.074374	-1.084454	-0.424823	-0.679036	-0.511529	-1.492776	-1.545159	-0.785882	-1.180012	-0.632943	-1.145787	-1.588027	-1.210050	-1.232716	-1.456129	-1.664197	-1.185522	-0.835557	-0.451644	-1.062695	-1.075371	-1.566442	-1.058226	-0.628084	-1.629416	-1.023553	-1.535413	-1.045994	-1.162815	-1.083066	-0.914202	-1.427796	-0.977696	-0.987106	-1.645900	-1.336229	-0.401455	-1.482747	-0.916782	-0.782738	-1.131338	-1.177056	-1.312012	-1.083739	-1.391500	-0.669196	-1.035332	-0.932666	-1.389007	-1.086991	-1.438829	-1.372093	-1.141132	-1.235320	-0.765478	-0.854149	-1.147641	-0.995170	-1.748193	-1.594806	-1.026808	-1.399641	-0.398047	-0.793289	-1.780449	-1.002411	-0.236723	-0.598118	-1.111848	-1.080601	-1.135404	-1.580721	-1.493892	-0.148229	-1.433204	-1.292938	-1.088434	-1.178099	-1.520683	-1.221496	-1.241862	-1.039785	-1.133918	-1.008330	-1.088479
Probe 39	1.074364	0.561458	0.792436	0.379898	0.167263	1.166315	0.784560	0.876331	0.931300	0.265177	0.453012	1.033350	0.801310	1.060306	0.584843	0.983485	1.178677	1.239990	0.719758	0.969814	0.310568	0.956467	0.319328	0.867964	0.430489	0.897399	0.290341	0.562672	0.985154	1.114914	0.506725	0.374422	0.558510	0.787936	0.716134	0.871395	0.953737	0.888387	0.510964	0.900566	0.740885	0.478772	0.758984	0.664882	0.645900	0.533502	0.617176	0.781780	0.603439	0.663402	0.365444	0.885907	1.226539	0.979848	0.420706	0.229731	0.730835	0.867357	0.860176	0.151673	0.758286	0.998042	0.331714	0.805807	0.692233	0.998271	0.665834	0.925005	1.208030	0.914134	0.510098	0.754205	0.670879	0.676080	0.366584	0.770164	0.273301	0.789345	0.370450	1.025808	0.751951	0.154326	0.872345	0.914787	0.813649	0.757924	0.601352	0.638381	0.274543	1.122335	1.239687	0.531133	1.211938	0.882194	0.709160	0.303256	0.816000	0.576627	0.883640	0.818063	0.772930	0.727491
Probe 40	0.641209	0.647100	1.179434	-0.162820	0.088528	0.643549	0.550399	0.263310	0.403029	0.451953	0.574237	0.542498	0.786384	0.646679	0.519342	0.887471	0.267430	0.301747	0.892720	0.531454	-0.016105	0.494825	0.384554	0.300597	-0.020499	0.248191	0.437703	0.740795	0.556363	0.578208	0.617042	0.314750	0.592674	1.144342	0.801854	0.651905	0.421390	1.179771	0.683831	1.151866	0.613740	0.614608	1.287658	0.723267	0.708121	0.478400	0.853705	0.820900	0.631784	0.601292	0.054745	0.295903	0.202124	0.586477	0.573818	0.102949	0.695307	0.330675	0.274312	-0.110623	0.855259	0.789844	0.515776	1.233319	0.688597	0.331502	0.712186	0.336601	0.284244	0.321515	0.539571	0.544766	0.635802	1.045768	-0.164343	0.236358	-0.000939	0.920245	0.587551	0.522751	0.990517	-0.170885	1.220073	0.690344	0.607718	0.805547	0.715501	0.564773	0.124238	0.694965	0.696924	0.691000	0.590443	0.401027	0.896526	0.297985	0.315853	0.620494	1.212387	1.155607	1.285270	1.208243
Probe 41	0.330283	-0.296402	-0.374143	-0.577050	-0.172368	0.485740	-0.410698	-0.108433	-0.011688	0.062136	-0.883117	-0.470559	-0.681951	0.250581	0.066487	-0.440482	0.013177	0.002687	-0.156465	-0.457123	-0.248485	-0.457480	-0.165721	-0.159467	-0.290697	-0.204628	0.092989	0.106248	0.233882	0.261836	-0.279898	-0.151882	-0.660333	-0.133535	-0.639680	-0.462105	0.014761	-0.286692	-0.649974	-0.268161	-0.500540	-0.618691	-0.061251	-0.075844	-0.591338	0.105012	-0.267715	-0.559719	-0.543660	-0.593737	-0.426685	-0.162472	-0.003993	-0.428745	-0.705959	-0.073300	-0.632122	-0.060771	-0.039478	-0.281338	-0.194809	0.150503	0.132577	-0.365681	-0.577310	-0.151831	0.139205	-0.208525	0.085591	-0.056324	0.031638	-0.490190	-0.523336	-0.209281	-0.532144	-0.301419	-0.555332	-0.220588	-0.100610	-0.467336	-0.555869	-0.584297	-0.328029	-0.553825	-0.442340	-0.168148	0.111535	-0.259747	-0.428843	0.370984	-0.557740	-0.596376	0.543055	-0.115682	-0.243728	-0.190746	-0.085839	0.010464	-0.210584	-0.077086	-0.064255	-0.077538
Probe 42	1.463415	0.618191	0.651797	0.931729	1.053550	1.657034	0.739470	1.505206	1.009377	1.064430	0.977921	0.366896	0.631087	1.462438	1.222212	0.514973	1.463095	1.460171	0.880105	0.391072	0.874485	0.493872	0.963438	1.484286	0.924999	1.414077	1.072338	1.254076	1.366777	1.581920	0.708444	1.022181	0.992550	0.953774	0.729997	0.702102	0.949554	0.568030	0.973087	0.692153	0.884202	1.040353	0.991371	0.600306	0.766512	1.240376	0.748899	0.704333	0.995769	0.709361	0.949985	1.582848	1.466701	0.463177	1.018078	1.070260	0.834068	0.891237	0.925149	1.016932	0.844493	1.266567	1.090547	0.565757	0.767568	1.592424	1.203053	1.490757	1.518555	0.874409	1.199299	0.741417	0.819037	0.984201	0.996259	1.365736	0.975326	0.833322	1.024361	0.403692	0.592579	1.007130	0.639094	0.625558	0.774242	0.879552	1.232953	0.705549	0.985855	1.513810	0.212088	1.035137	1.762277	0.884575	0.771981	1.121139	0.841636	1.236597	0.696888	0.964210	0.946636	0.993806
Probe 43	0.247130	-0.128647	-0.005533	-0.144921	0.111797	-0.003383	-0.045027	-0.444721	0.093011	0.019641	0.585180	-0.125274	-0.201202	0.024991	0.215079	-0.300881	-0.166532	-0.120679	-0.112621	-0.187418	0.027062	-0.102433	-0.259218	-0.347803	-0.034110	-0.371135	-0.074432	0.218857	0.097964	0.048410	0.061636	-0.013765	0.199287	-0.005570	-0.232594	-0.036008	0.129168	0.110045	0.304518	-0.193360	0.020030	0.266047	-0.026888	-0.173325	-0.170608	0.329508	-0.294739	-0.122651	0.271134	-0.149591	-0.050647	-0.379643	-0.198523	-0.086520	0.335509	0.139786	-0.189849	0.197734	0.258263	0.095807	0.060788	-0.033365	-0.109559	0.047681	-0.198858	-0.431521	0.239316	-0.434266	-0.115310	0.200631	0.414997	-0.034895	-0.078328	-0.148845	0.030404	-0.253145	-0.040918	-0.241051	-0.149586	-0.189787	-0.095559	0.175298	0.058673	-0.183831	-0.045968	-0.187279	0.269607	0.024112	0.144852	0.045357	-0.107963	0.343499	-0.111880	0.188845	-0.244397	-0.236862	0.160714	0.132072	-0.054314	0.001384	-0.074601	-0.006907
Probe 44	0.082450	0.088342	-0.086782	-0.086320	0.169373	0.086652	-0.203173	-0.051817	0.099829	0.297900	-0.037765	-0.081391	-0.018427	0.025508	0.230375	-0.173078	0.091423	0.041741	0.092034	-0.047414	0.049211	-0.019142	0.213815	0.019692	-0.097015	0.000498	0.288786	0.200700	-0.020251	0.071810	0.121942	0.221862	-0.013296	0.264300	0.043331	-0.204367	0.098176	-0.069776	0.033062	-0.134761	-0.118484	-0.001421	0.247008	-0.000177	0.112831	0.184993	0.054405	0.053637	0.006174	0.073936	-0.068401	-0.058854	0.017033	-0.038688	-0.018483	0.105291	0.057742	0.091777	0.134515	-0.024982	0.072216	0.045612	0.330259	-0.055736	0.051596	-0.004572	0.238972	-0.045920	0.048616	0.042207	0.266249	-0.171692	0.051542	0.242129	-0.156671	0.002318	-0.070337	0.100728	0.309828	-0.044964	-0.146026	-0.138077	-0.073274	-0.222769	-0.193624	0.120620	0.181976	0.165839	-0.002171	0.075589	-0.102285	0.066529	0.046503	0.093989	0.090040	0.204395	0.111823	0.211790	-0.029960	0.258464	0.286273	0.297524
