Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48	Training experiment 49	Training experiment 50	Training experiment 51	Training experiment 52	Training experiment 53	Training experiment 54	Training experiment 55	Training experiment 56	Training experiment 57	Training experiment 58	Training experiment 59	Training experiment 60	Training experiment 61	Training experiment 62	Training experiment 63	Training experiment 64	Training experiment 65	Training experiment 66	Training experiment 67	Training experiment 68	Training experiment 69	Training experiment 70	Training experiment 71	Training experiment 72	Training experiment 73	Training experiment 74	Training experiment 75	Training experiment 76	Training experiment 77	Training experiment 78	Training experiment 79	Training experiment 80	Training experiment 81	Training experiment 82	Training experiment 83	Training experiment 84	Training experiment 85	Training experiment 86	Training experiment 87	Training experiment 88	Training experiment 89	Training experiment 90	Training experiment 91	Training experiment 92	Training experiment 93	Training experiment 94	Training experiment 95	Training experiment 96	Training experiment 97	Training experiment 98	Training experiment 99	Training experiment 100
Probe 25	4.294586	6.173762	4.136315	4.940509	4.923523	7.718098	3.609531	6.924713	5.551061	3.480170	4.846723	5.359540	4.438996	4.699194	5.319286	6.016792	5.756185	4.983215	4.570748	6.931938	6.843037	4.466205	5.145949	5.264107	3.771186	5.644733	6.808063	6.480989	7.120643	9.554610	4.898910	4.924669	5.876343	6.066075	4.759879	6.676336	5.251285	5.575529	7.168695	4.366529	6.020670	5.554620	5.455178	5.735878	5.762010	5.037309	4.670358	4.958141	6.915935	7.473535	7.056614	5.689045	6.236473	7.881006	5.620596	5.137663	5.428951	6.166835	6.646872	7.790353	5.149692	5.089553	5.480079	4.804085	4.550327	7.996425	5.918113	5.384116	7.065985	4.987905	3.953390	5.035516	9.296463	5.664739	4.437703	6.895676	5.331051	9.688440	7.430579	4.710777	5.071846	6.475637	6.944312	7.925821	7.329062	6.529153	6.801328	5.882580	3.503469	6.069753	7.301973	5.651089	5.502547	8.217515	7.002472	7.582194	5.936355	4.225466	5.288965	5.851631
Probe 26	4.501501	6.683615	4.506040	5.894408	4.811069	8.085701	6.111066	5.781140	5.610267	4.635770	4.263553	5.811473	4.750554	3.224855	5.567570	6.884915	4.503329	5.669343	5.749043	7.170718	5.941186	4.774129	5.087213	4.999517	5.655673	5.751323	6.540368	5.425349	6.189205	9.416204	5.557086	5.576382	5.943813	6.470174	4.253191	7.101135	4.441037	5.725286	7.282425	4.581579	5.993590	6.147020	6.245190	4.704329	5.842968	4.747912	5.622923	5.219242	6.969313	7.677227	6.813269	4.831601	7.056937	8.051593	5.839060	5.213661	4.730257	6.533743	6.281104	7.964154	4.719263	5.170547	4.752047	5.647697	5.003941	8.324874	5.640756	6.681927	7.202004	6.557158	5.406260	4.886391	9.235823	6.324153	5.055722	7.708051	5.340400	9.260339	8.083884	5.053365	5.018026	6.868130	6.076899	7.581250	7.442907	6.228533	7.112441	6.540847	5.770577	5.970172	7.809028	5.622941	5.903430	8.158507	5.962282	7.631787	5.294977	4.919328	5.346686	5.333052
Probe 27	8.388389	7.608587	8.475446	8.087956	7.778449	9.020731	5.963629	7.357836	8.643375	6.388378	9.913263	7.916902	7.969232	6.892786	6.969984	8.774486	9.292893	9.013669	8.032264	7.053761	8.438784	7.274269	8.801768	8.862961	7.120966	9.149272	8.541371	9.103798	6.072364	6.672841	7.700595	9.336610	6.942130	8.431339	7.609454	8.309382	8.227872	7.510600	7.964647	7.955301	7.813353	8.498305	7.597582	8.003182	7.945063	8.790902	8.109000	6.774435	8.097916	8.309475	9.164013	7.544608	8.311564	8.783122	9.105855	8.402908	7.757280	7.048929	6.849149	9.123917	8.521354	8.896368	9.169193	8.196539	7.388641	8.901162	8.548243	8.560130	9.222095	8.732596	8.480442	7.567205	6.840346	8.395939	8.099759	8.959581	8.436708	7.433242	8.940045	6.242274	6.915700	8.620533	6.976820	5.809787	9.700458	8.726451	8.947419	9.572953	7.149955	8.438903	7.918100	10.055217	9.570339	7.412014	8.815061	8.639388	7.827245	7.244175	9.078266	8.321751
Probe 28	6.365185	7.101138	5.697493	8.933269	10.070006	7.598424	8.645526	6.947680	7.052069	9.122975	6.954995	6.180427	9.225533	9.240692	8.377987	8.374090	7.768930	4.483340	5.546600	8.246023	8.950026	8.923444	6.536768	6.165628	6.510464	8.252110	7.314477	9.524378	7.221701	7.987154	5.372203	9.078256	6.690046	8.879959	7.792921	6.788445	8.178482	9.745428	6.812287	8.117128	8.689169	5.470845	8.656772	9.180547	7.058175	7.916740	8.759666	7.901575	6.847173	6.750131	5.314917	9.132426	6.719348	7.247303	8.435172	7.312212	7.551393	7.055600	5.079053	7.295743	9.347257	7.894470	8.850365	9.651856	6.510098	7.066140	7.083922	8.173187	8.146100	6.379284	7.781638	7.637237	7.738985	8.665577	8.873685	5.846503	7.910099	6.715110	7.275252	8.909802	8.122282	8.195269	6.815264	7.801830	8.876454	5.831975	6.899452	8.979851	9.234930	7.763448	6.215500	7.034828	8.133336	8.474403	7.835470	7.130490	8.250857	6.559539	9.088649	8.680426
Probe 29	4.130391	3.405188	3.736346	3.140292	3.292396	4.684572	3.328151	7.697938	3.819345	3.236719	3.918642	3.732422	3.347741	2.952034	3.431933	2.876267	3.664525	3.817258	4.126496	7.086869	6.577526	3.530104	3.632177	3.463114	3.710427	3.392449	2.922262	7.044040	7.265251	8.124608	3.649519	3.002014	6.433444	3.460566	3.754849	3.457080	3.951323	3.380661	4.145680	3.140573	3.419180	2.937544	2.965927	3.408959	5.816429	3.300113	4.346221	3.744162	3.379005	4.121436	3.273152	3.319708	3.910262	4.423975	3.260987	3.623343	5.569563	3.382852	4.222042	4.798399	3.414048	3.488076	3.238801	4.316708	3.646318	4.871276	3.109493	3.142328	3.084347	2.889565	3.070717	3.235643	8.471245	3.807216	3.620754	3.916343	3.222355	8.307029	3.476542	3.624735	3.359109	4.672254	8.007711	7.776684	3.484431	3.318910	3.462003	3.195172	3.681996	3.446534	3.611683	3.252516	3.590562	6.919957	7.040840	3.678456	3.521104	3.850544	4.944208	6.279402
Probe 30	4.134934	3.813748	4.285326	4.489727	4.319626	3.987464	5.441490	3.685740	4.676525	3.354198	4.697977	3.127569	4.805033	2.523234	5.295013	4.762275	4.156988	3.962470	4.377834	4.626985	4.188853	4.686311	3.552149	4.400430	4.705380	3.769088	2.806231	3.877601	4.185788	5.662899	4.930478	4.751559	3.131708	5.317808	4.557372	4.571901	4.077044	4.045029	4.017413	3.963766	5.216824	4.904753	4.449595	3.696483	2.791452	3.929667	4.215369	5.394200	4.125064	3.777567	5.467269	4.247257	3.260253	3.832049	3.900268	4.229059	4.149584	4.582857	5.188072	4.980580	4.158953	4.584768	3.286738	4.908434	4.828604	3.780567	5.063260	3.922447	3.072946	4.075745	5.632364	4.488337	4.170497	4.779040	3.343637	4.758586	2.770281	4.189308	4.863119	3.652037	4.210861	3.343469	4.152500	4.749010	4.728866	4.721135	4.875384	5.554113	3.200654	4.833065	3.610558	4.025808	5.145369	5.849749	4.621730	4.054942	6.202656	2.885720	4.537815	3.829044
Probe 31	3.629129	4.502296	5.883016	4.589600	4.135176	3.391485	5.227166	3.878701	3.579833	5.954603	4.471259	3.839744	4.380875	5.121815	4.076522	4.650632	4.767813	4.338951	5.237242	4.256125	4.353415	4.168668	4.496604	5.081456	5.615803	3.316761	3.646319	4.393736	3.808458	4.623581	5.073708	4.689448	4.975129	4.794539	4.357201	4.761550	4.299639	5.352933	5.212639	4.066318	3.932913	5.629540	5.281844	3.284483	3.889871	4.117257	4.891945	4.821365	5.263449	4.663957	4.431846	4.707084	5.912978	2.954666	4.871652	4.967901	2.992479	5.490318	4.802027	5.595130	3.545411	4.348430	6.351428	3.166907	4.351804	4.651740	4.742227	4.789204	5.516482	4.842686	4.891600	3.675130	4.470088	3.971432	3.633956	5.575655	4.340842	4.203350	4.470948	4.111577	3.568307	4.119075	4.267771	4.003434	4.974490	4.796824	4.857512	4.680709	3.738081	4.118482	5.077744	4.353441	5.399404	5.384156	4.307978	4.437134	4.077450	4.259535	3.707642	3.715979
Probe 32	4.367351	3.944477	5.231396	3.844486	3.094063	3.341046	3.550918	4.695826	3.005368	3.291795	3.310123	4.178995	4.801913	2.573674	4.485649	3.609413	4.418194	3.904981	4.830225	3.429360	2.838899	4.075328	2.954184	4.421519	5.244526	3.555711	3.646319	3.284947	4.784194	3.878094	5.364508	3.265091	4.655525	2.842976	4.031045	4.381517	5.054394	4.221264	3.345651	3.333066	4.866590	4.117223	3.590582	4.228705	3.688691	3.470576	2.780239	5.723158	4.164357	3.377964	4.068846	3.999845	4.273694	3.079206	3.184686	4.005940	3.607721	3.278891	4.644139	3.596525	4.647912	3.336606	2.276400	3.899033	2.968570	3.895487	2.657725	2.514968	3.138366	3.733462	2.848930	3.420027	3.616018	4.863949	3.333489	4.369057	4.515375	3.268148	4.767544	3.415392	3.979680	2.740267	3.974259	4.836986	3.394719	3.241920	3.062159	3.039978	4.555679	3.319956	3.772898	3.629242	3.818498	3.896240	3.911174	3.261437	2.949056	4.626056	3.976067	3.135083
Probe 33	5.673636	5.255762	3.868739	6.087717	5.953223	6.736169	5.137492	6.895492	6.255509	4.214627	4.330127	6.270423	5.370770	6.457593	6.672195	5.199552	5.337933	3.765358	5.545982	5.575980	4.231341	4.619444	5.803140	5.582955	4.051846	5.505696	5.907273	5.324685	6.006013	5.982289	4.517979	5.138797	4.796048	6.083159	5.500968	6.456720	5.336124	6.329564	6.142530	6.071650	6.423471	5.219910	5.334641	6.564360	5.861728	5.753657	5.375309	4.116242	6.107318	6.586212	6.118498	6.184227	4.711937	6.112930	6.229686	4.155503	5.545595	5.815646	4.511467	7.627985	6.210661	6.205789	4.362346	5.404580	5.235924	6.535330	6.037027	7.202118	6.320411	4.758012	4.734404	4.936625	6.076705	5.791240	5.316120	6.274096	5.787857	5.782400	6.276110	5.166282	4.434142	4.363753	5.399736	4.461310	5.976016	6.079125	6.164906	5.617390	3.935606	6.992252	6.036522	5.399429	6.734100	5.373554	6.315677	7.436628	5.669142	5.415328	5.943341	4.890066
Probe 34	5.769791	5.993621	5.198114	6.578206	5.946880	6.816976	5.596056	6.228366	5.888484	6.238031	4.686611	5.882318	6.227034	6.320930	6.621847	5.395531	4.711407	4.880792	5.640106	5.474159	3.934235	5.806701	6.099339	6.447337	4.619547	5.664554	5.813379	4.917149	6.364697	5.139173	5.933370	6.109917	7.289442	5.694821	4.775957	7.006481	5.044002	6.652992	7.275211	6.761430	6.983926	5.347028	4.120091	6.020634	5.986625	6.163487	6.347555	4.518610	6.371147	7.604796	6.181527	6.780942	6.029030	6.534797	6.200201	6.096644	4.761585	6.671761	5.951880	7.933143	6.258194	6.458519	5.658009	6.204516	5.334761	6.488488	5.569985	7.710941	6.344815	6.065726	5.859582	4.389105	6.705653	5.878788	4.449656	6.178843	4.539041	7.205168	6.832196	4.954161	5.453440	4.969804	7.741714	5.654542	6.842808	6.828903	6.061423	6.507423	6.638419	6.889263	6.388016	6.213789	7.007189	5.940544	5.562858	7.318408	6.141578	5.601308	7.085583	6.336867
Probe 35	5.030821	6.486311	3.598445	8.095830	7.191885	6.733958	7.257491	5.554251	5.499699	8.196015	4.700829	4.507440	6.699631	8.114600	6.068176	7.226156	5.650368	3.662504	3.959325	5.147299	5.794695	6.267524	4.773964	4.738758	6.147039	6.290638	5.054460	6.548910	4.908974	5.207762	4.486173	7.157834	4.977885	6.398483	6.041674	5.750112	6.417468	6.804205	5.360927	5.830195	6.183858	4.838390	5.778316	6.310027	5.372920	6.064180	6.819994	6.761792	5.714862	5.912696	4.303359	6.312249	5.593917	6.068229	5.612520	6.106477	5.209361	5.528114	3.592246	6.471621	7.787045	6.366327	5.249154	7.862146	5.217523	5.989167	5.701147	6.770236	7.081641	4.783969	5.583850	5.807543	5.644561	7.529149	6.973362	3.929530	5.090676	5.241873	5.717440	6.355049	4.806414	6.540347	5.017230	4.402368	6.997328	4.660868	4.866190	6.672393	7.852154	6.842865	5.050294	5.200766	6.830607	4.920077	5.439709	6.187141	6.073557	4.933860	6.554110	5.878229
Probe 36	3.435263	3.056278	4.445087	4.653504	4.255884	4.329585	4.128561	4.025483	4.583882	4.510151	4.352595	4.558832	3.563650	4.989953	4.668540	4.188994	4.755453	4.545716	4.768091	4.837319	5.410869	4.784745	4.693906	3.919899	4.495976	4.635315	3.552857	4.331060	4.701800	6.098698	5.696699	3.719189	3.466977	3.152670	4.374061	3.230780	3.579020	2.781325	4.701023	3.449053	3.916881	5.161184	4.489520	4.703179	5.981871	5.153902	5.231777	3.192900	3.996064	3.864025	4.584080	3.419879	4.660125	4.176727	4.065835	4.103188	5.863003	3.901695	5.503146	3.184165	3.529381	4.367563	4.624244	4.521087	4.210232	4.974280	4.408770	4.824507	3.766369	3.966407	6.013030	4.722799	6.012905	4.381826	4.737665	4.399397	4.155259	4.992292	3.968023	5.112723	4.239052	3.940738	4.958567	4.556040	4.651524	3.226075	5.028670	4.696899	3.284147	3.625279	4.553700	4.327190	4.196530	4.255742	5.490914	4.058358	4.213680	3.872679	4.532762	5.256022
Probe 37	5.928190	6.690688	5.044164	6.302168	5.644478	7.970323	5.471877	6.670875	5.658445	5.703135	5.644840	5.911548	5.189982	5.294907	6.231874	6.700952	6.564868	5.973904	5.874752	8.050173	6.500146	5.954207	5.977076	5.933839	5.879670	6.090754	7.120073	6.221539	6.057530	9.417645	6.081937	5.175470	6.658634	6.570921	5.233425	7.397962	6.786093	5.965237	7.750893	5.541113	5.966062	6.593351	6.377677	5.986722	5.735874	5.311229	5.513172	6.151527	7.376758	7.690843	7.236415	6.228092	6.483972	8.068486	6.231083	6.294275	5.633242	6.448152	6.686687	7.908334	6.431149	6.153692	6.044760	5.729104	5.745744	8.278860	5.961490	6.719082	7.236114	6.042840	6.042954	5.715384	9.586899	5.992654	5.229779	7.742145	5.497245	9.617399	7.815145	6.232695	5.252708	6.395460	7.032570	8.348573	7.548159	6.536415	7.354330	6.692573	4.956411	6.436013	7.967322	5.982282	6.768520	8.390925	7.032842	7.782758	5.659582	5.921143	5.626225	6.261406
Probe 38	4.829117	5.759644	4.015783	5.030712	4.586278	6.675642	4.009703	5.028781	5.441488	5.336992	3.960763	5.232266	4.427422	5.344357	4.894053	5.048329	4.429866	4.110295	4.272909	6.660759	3.627588	4.751118	4.456275	5.440694	4.042887	5.047986	6.534301	4.619184	5.637619	5.042117	4.589623	4.214742	4.633159	5.275817	4.214759	5.879018	4.579305	3.972340	5.539495	6.208855	5.943191	5.160692	4.663690	7.015019	5.205641	5.196936	5.051218	3.612780	6.288006	6.454311	5.075273	5.611524	6.604199	6.343839	6.740605	4.591811	4.900210	5.481941	4.028932	6.893805	4.886177	4.650572	5.712797	4.920071	4.529219	6.218876	4.131813	6.172669	5.811882	4.579138	4.244990	4.585371	5.453856	4.376467	4.902072	4.427540	4.938175	4.690746	8.045064	4.312707	5.267422	5.087463	5.167908	5.849438	5.444559	5.290918	6.926909	5.083111	4.758928	5.884947	8.076517	4.321679	6.546483	5.036065	6.551483	6.722062	4.823317	4.512972	4.728141	5.799153
Probe 39	4.843696	6.777529	4.705357	8.613566	9.435262	7.144491	8.216556	6.058293	5.947154	8.521543	6.248854	4.180489	8.655220	8.685885	7.470804	7.978594	7.476813	5.137371	4.503267	7.231118	8.230232	8.170576	4.805775	4.671407	6.305606	7.952417	5.559479	8.884778	5.773358	6.537175	4.674892	8.801333	5.169115	8.476818	7.516147	5.418112	7.317402	8.929417	5.575030	7.199048	7.672716	3.937557	7.949522	8.263347	5.883872	7.482778	8.297406	7.183154	6.047647	5.487924	4.411326	8.380862	6.024353	6.818098	7.584464	7.064128	6.589208	5.895737	4.003059	6.030122	9.041597	7.285762	7.264470	9.054274	5.237510	6.093526	5.684598	7.353169	7.125406	5.245590	7.192483	6.675385	6.485553	8.241676	7.983567	4.120505	7.086973	5.171272	6.240986	8.504299	7.159558	7.354229	5.091773	5.991798	8.447855	3.878636	6.339637	8.278790	8.762170	6.916366	4.312322	6.459050	7.376743	7.462779	6.881522	5.977809	7.512488	6.256356	8.303615	8.126007
Probe 40	7.292190	7.641077	6.380838	9.556867	10.365720	8.332600	9.217377	7.031845	7.726081	9.908901	7.805413	7.183677	9.747541	9.651512	8.732910	9.045416	8.266320	6.261564	6.954225	8.613592	9.262874	9.506176	7.330022	7.063216	7.819842	9.066167	8.119669	9.862786	7.835691	8.405384	5.924269	9.690719	7.211508	9.404737	8.458441	7.157081	8.489984	9.870578	7.677255	8.627048	8.871381	6.941763	9.248277	9.478037	7.477784	8.613674	9.186224	8.921111	7.645206	7.492457	6.311242	9.303545	7.900763	7.978508	8.783115	8.213387	8.062379	7.407292	6.668051	7.805060	9.713836	8.556895	10.023202	9.872656	7.083848	7.584755	7.925946	8.372021	8.448828	7.326156	8.472380	8.392410	8.289799	9.176130	9.123701	6.832563	8.347021	7.360713	8.069031	9.529096	8.737463	9.012093	7.253897	7.959115	9.461442	6.224919	7.520520	9.466135	9.788329	8.258084	7.376415	7.786073	8.781802	8.865732	8.159490	7.668257	8.666536	7.868595	9.577944	8.951877
Probe 41	6.741568	5.561292	4.599225	6.822345	5.003037	6.286733	6.394414	4.928847	6.300738	6.154196	5.156551	6.759733	5.831546	6.160371	5.474666	7.110767	6.891391	5.251535	6.156173	4.190235	3.877018	5.154375	5.836635	7.367209	5.195042	6.158171	5.835353	3.939547	4.463976	4.782697	5.922669	5.174577	4.745147	6.748174	5.472853	6.348328	5.730614	6.216127	5.823939	6.587531	6.169721	6.205082	6.669425	6.111185	4.158569	6.035039	5.326795	4.606489	5.171122	6.196321	6.882193	5.205107	6.270835	6.302401	5.845129	6.319481	4.383367	5.758117	5.277810	7.037350	5.184054	6.650620	6.473358	6.173104	5.879315	6.275143	6.021239	7.828418	7.511424	6.087441	5.901661	5.251796	5.122119	6.561952	5.507253	7.739020	5.959729	4.917445	6.145276	5.774985	4.712524	6.398517	4.705255	4.859899	7.412340	7.590829	6.645520	6.725761	6.347721	7.475233	6.032525	6.223228	7.419218	4.201842	5.015728	6.294360	6.455955	5.520542	4.987576	4.863791
Probe 42	5.328638	5.502468	6.451334	4.863688	5.030131	5.019518	5.641415	5.302686	4.639331	4.566172	5.534424	4.999942	4.683650	6.304861	6.086456	5.346590	5.343815	4.124781	3.706059	5.972193	5.050432	4.816291	5.015187	5.181017	6.201654	4.552808	4.655779	3.947096	7.151751	5.269824	7.046787	4.696803	5.194743	5.461381	4.830884	5.296426	6.686462	5.630362	5.928051	4.799012	6.265509	4.829149	6.168751	6.201475	5.994894	4.848232	4.908016	4.558547	5.819676	4.948416	4.430285	6.717255	4.626202	4.436525	5.481698	4.825397	6.116908	6.220948	5.600985	4.027867	5.891083	5.165424	5.705143	6.474132	5.300436	4.884896	4.706570	5.021770	4.171630	4.978924	7.002635	4.939627	6.151338	5.352098	4.731991	4.319720	6.777314	5.463517	3.799875	6.130491	5.556969	6.077682	4.599964	5.930863	4.857213	5.745073	4.802772	4.556753	4.211457	4.694944	5.140798	4.108465	6.075465	5.449834	5.204905	4.632363	4.969276	5.676063	6.824317	3.851501
Probe 43	4.330647	5.662313	3.774694	5.504121	5.720660	6.950259	5.733986	6.846361	5.595937	4.943149	4.285180	4.896309	4.929047	5.454254	7.006097	5.571414	6.057195	4.637731	4.759939	5.754049	4.148957	6.346561	5.991293	5.623412	4.436040	5.101432	3.992704	5.787885	5.638330	6.329729	5.321932	5.372735	5.785226	5.334041	5.163638	6.830784	5.028040	6.816168	6.620691	7.066136	6.823266	4.846952	3.565069	5.769848	5.257369	5.652017	5.826767	4.212125	5.761938	6.640839	5.697724	6.841267	5.398360	6.465888	6.123192	4.706181	5.598737	6.951103	4.614774	7.892490	5.533898	5.686427	3.835885	5.564847	5.573552	6.624098	4.390468	7.259071	6.983990	5.078687	4.781771	4.843772	6.307272	4.842644	5.799982	5.519427	4.331837	6.103591	6.022728	5.160365	4.964560	4.518313	6.250224	5.608421	5.524135	5.907950	5.556696	5.507636	4.753858	6.495761	5.871215	5.558728	6.875165	6.730990	6.366146	7.098487	6.724866	5.246216	5.970753	5.516227
Probe 44	4.470225	5.847687	4.973902	4.744772	5.521184	7.236025	4.505982	6.125051	5.588400	4.937808	5.135783	4.928574	4.395094	5.783094	4.915702	5.810058	5.071400	6.005951	5.041170	6.888775	6.076761	5.079011	5.171044	5.337313	5.674082	5.764153	6.108101	5.651359	5.273445	8.412228	4.717356	5.044343	5.789467	5.327059	5.184373	6.645522	5.238710	5.329862	6.693036	5.119357	5.534433	5.723840	5.321079	5.021856	4.908330	4.711996	5.345536	5.069849	6.779520	6.947194	6.576006	4.797155	6.037310	6.919051	5.660300	4.956687	4.763276	5.955555	5.972178	7.083242	5.143071	5.205276	5.668182	5.202454	5.046643	7.678675	6.055216	5.791067	6.447545	5.806664	5.137761	4.600986	8.352795	5.574888	5.435082	6.918571	5.570213	8.566847	7.289929	5.420955	4.597166	6.165692	5.836418	6.646360	6.850759	5.545143	6.057615	6.156743	4.515635	6.011457	6.911433	5.866522	5.913002	6.551809	5.868559	6.756493	5.070143	5.701661	5.314424	5.181620
Probe 45	6.433353	6.487374	5.841568	8.578639	8.992270	7.168047	8.040922	6.000889	6.360235	8.630892	6.515346	5.920114	8.635343	8.424089	7.523420	7.532080	7.701069	5.377158	6.144053	6.934154	8.308293	7.546116	5.247710	5.105264	6.987916	7.524511	6.238182	8.731007	6.217171	6.498819	5.449658	8.937596	6.133128	7.557169	7.625299	6.578567	8.231326	8.574751	5.906093	6.947575	7.174095	5.313106	7.750565	7.594700	5.618858	7.367802	7.886908	7.774332	6.363821	5.779974	5.002160	7.344029	6.457928	6.699615	7.387431	7.663905	5.939750	6.615234	6.133898	6.209457	8.410018	7.177699	9.073465	8.895492	6.592329	6.640448	6.963666	7.617001	8.041203	6.733044	7.123326	7.072425	6.729513	8.106643	7.894523	4.684580	7.591536	5.353873	6.510606	8.140291	6.915321	7.755239	5.613701	6.591337	8.321126	5.441764	6.194339	8.076980	9.059309	7.133318	5.909579	7.009999	7.556154	7.219121	6.602568	6.150454	7.163556	6.724358	8.144860	7.851774
Probe 46	3.592661	2.671330	3.450885	2.806335	2.835079	2.815380	3.466475	2.734150	7.179448	2.965974	3.108791	2.926560	3.345828	3.066878	3.124104	6.861069	7.121291	3.048464	3.284671	2.840073	2.705999	2.861259	2.833162	2.776583	3.569179	7.739270	3.818178	2.728082	3.027553	3.625656	3.117582	2.754702	2.886792	7.735445	7.982029	3.047044	4.003860	2.809345	2.725591	2.709472	2.652818	2.745888	7.301014	2.848665	3.058351	7.927934	2.748200	2.901718	2.919737	2.817903	3.322458	3.386540	4.873519	2.828742	2.894929	2.892006	2.839168	2.919329	3.203384	2.820521	2.910395	2.614789	3.787090	3.640417	6.388939	2.735001	3.820698	2.756820	7.694824	2.941837	3.534134	2.748179	2.803401	2.863311	2.957259	2.747426	3.147687	3.065319	3.548458	3.140285	2.758843	6.578372	2.749413	3.054559	7.358679	2.906439	2.862084	8.027984	3.644826	2.720731	3.011157	3.004041	2.698531	2.743479	2.941217	2.670098	2.834354	2.968574	2.630994	2.811027
Probe 47	5.014202	5.700392	3.007525	4.124222	4.457546	5.451218	4.638120	2.717567	5.767664	7.145610	4.769197	6.510560	4.609438	6.431716	3.942984	5.079689	5.246136	3.947525	5.833011	4.059015	3.967683	3.971701	5.604358	6.465827	4.582655	5.338794	4.183209	4.466427	3.751447	3.240185	6.272901	5.371619	3.283166	3.247309	4.324983	6.602625	5.478586	4.922945	5.630213	4.119267	4.280932	5.328786	5.419017	4.063471	3.653064	5.894796	5.644992	3.945641	5.948902	6.535300	5.142398	3.607013	5.824183	5.410621	4.082677	4.782797	5.026598	5.274803	4.129754	7.222424	5.861373	4.731709	5.807075	4.190561	4.783021	5.987951	3.982327	6.307194	4.767329	5.029206	5.335555	4.593266	4.185050	4.397583	5.951662	6.307175	5.571508	4.906942	6.445463	5.631273	2.942353	4.659833	4.681850	3.848428	5.459175	5.933474	6.504700	4.928256	6.220332	4.991143	5.773364	5.681597	6.120871	3.205859	4.986226	6.167052	4.562215	3.237029	5.282584	4.363296
